idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
419,refs/remotes/origin/pull/665,f910f3492d6b02bbb4c229bb111dbb5ddbce2ce5,27348c0dc83fddeee32a1f9858db8b1ed0ba159f,91f446ae6e08157574b47eacf8aab39a7120c8b7,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/27348c0dc83fddeee32a1f9858db8b1ed0ba159f_91f446ae6e08157574b47eacf8aab39a7120c8b7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/27348c0dc83fddeee32a1f9858db8b1ed0ba159f_91f446ae6e08157574b47eacf8aab39a7120c8b7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/27348c0dc83fddeee32a1f9858db8b1ed0ba159f_91f446ae6e08157574b47eacf8aab39a7120c8b7_left_right.log'}",True,True,39,405,True,2bcb582a77929fc3ab885d21b0d20fc3593162aa32607ccfafa32d45eb7dcfac,Tests_passed,d3d89c7f095df8d0be726cf4018802569e5d5b39947b43899bd327684a88c952,Tests_passed,True,True,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9,Tests_passed,3c0b481a82a0a675e5bb6ec5abc0e5b25a957760f2c0541fbbb25901b496b3c0,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9,Tests_passed,3c0b481a82a0a675e5bb6ec5abc0e5b25a957760f2c0541fbbb25901b496b3c0,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9,Tests_passed,218be62c4c8dff69562cf1cd1eac0e0be86096c14d994c996b39bebe2f0fbe7e,Tests_failed,af7adf52444194b3f1b64beb02379b21c542b114e1afc0e2b1f348f90e6ec141,Tests_passed,a6da16eab365a5f9ae0ff47eba887f56b8d5dda346d10e65cb98bc766ade014e,Tests_passed,61a67415d93923dec1f3a8f931afcbdd9262fcdc2e846de3a517707e7c062b38,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9,Tests_passed,a6da16eab365a5f9ae0ff47eba887f56b8d5dda346d10e65cb98bc766ade014e,Tests_passed,4fd36c673fb572dc920ef9bd76cbe67b83fef788e7ff1da79037a16ebac218b9
421,refs/remotes/origin/pull/665,b723e6507e534f0614b008333b6b82bb1cb05919,1d1a41ff20c3e97afb3511c33bdea8370b1d3d5e,2e8c52286c662bcb8c442c92436cca5c65ccf834,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/1d1a41ff20c3e97afb3511c33bdea8370b1d3d5e_2e8c52286c662bcb8c442c92436cca5c65ccf834_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/1d1a41ff20c3e97afb3511c33bdea8370b1d3d5e_2e8c52286c662bcb8c442c92436cca5c65ccf834_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/1d1a41ff20c3e97afb3511c33bdea8370b1d3d5e_2e8c52286c662bcb8c442c92436cca5c65ccf834_left_right.log'}",True,True,65,1073,True,f28695ed1b20b4717aed0b785cea707e6e958548a4b7974d8c13fa8bca1e4605,Tests_passed,7ac331db0e7c9f74e6e4306305ab2a95713424804d98b1cab9dcdad135e1caf4,Tests_passed,True,True,Merge_failed,70ab274bca5e518f5b976205553da71bf2e809febb9b3116b49f0ded147428ac,Merge_failed,f9f776ba2df1a4815ca9f4a23ba614a59a1a5ec1ebb65617821b75188838bfcc,Merge_failed,70ab274bca5e518f5b976205553da71bf2e809febb9b3116b49f0ded147428ac,Merge_failed,f9f776ba2df1a4815ca9f4a23ba614a59a1a5ec1ebb65617821b75188838bfcc,Merge_failed,42c3a11b0facbf959c7e4c41e4979510c3217712e32b7b1526b2ba3476e6e8ef,Merge_failed,42c3a11b0facbf959c7e4c41e4979510c3217712e32b7b1526b2ba3476e6e8ef,Merge_failed,42c3a11b0facbf959c7e4c41e4979510c3217712e32b7b1526b2ba3476e6e8ef,Merge_failed,c1ad423a101a1abf2045deafba43443ecd3d2411799969205af6a639ec79b221,Merge_failed,5970743c142e92e0c6c8ed8b9235e2a27f26e57d62af5499303775d0394e780a,Merge_failed,2822e9ae15254ffca6c92a278967cc9579c8e561fa3ee3694598b9a178087f96,Merge_failed,d3901f7873edcc2b6b1c6c6056eb192c0c70c6d3861da74627194446c75021fc,Merge_failed,70ab274bca5e518f5b976205553da71bf2e809febb9b3116b49f0ded147428ac,Merge_failed,f9f776ba2df1a4815ca9f4a23ba614a59a1a5ec1ebb65617821b75188838bfcc,Merge_failed,2e0b1afdeb33bf429ba8431670359cb9ec4523ea3c78c4e79c09f83b426dab9d,Merge_failed,70ab274bca5e518f5b976205553da71bf2e809febb9b3116b49f0ded147428ac,Merge_failed,70ab274bca5e518f5b976205553da71bf2e809febb9b3116b49f0ded147428ac
426,refs/remotes/origin/pull/665,83c665810f8cf8ea164f748854ff44ce93bf2262,38696b00f17847d99b904cbb1b16f1da6d189747,8a3300eca1645ac4d0686eae51221bd09c78e11a,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/38696b00f17847d99b904cbb1b16f1da6d189747_8a3300eca1645ac4d0686eae51221bd09c78e11a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/38696b00f17847d99b904cbb1b16f1da6d189747_8a3300eca1645ac4d0686eae51221bd09c78e11a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/38696b00f17847d99b904cbb1b16f1da6d189747_8a3300eca1645ac4d0686eae51221bd09c78e11a_left_right.log'}",True,True,41,543,True,3943d8fffdffbb8857ac487b04d72d3ea119e9430206cf1e387691b7097294d7,Tests_passed,5bf205f5cf15af86bfc79e0b894dc52ebcf9e0d608e302c354fe6dc3d088ed97,Tests_passed,True,True,Merge_failed,5d186e632aac535bbc9aaeef14ec84dee350e943289cc3ffe2d2058a76bd761c,Merge_failed,5d186e632aac535bbc9aaeef14ec84dee350e943289cc3ffe2d2058a76bd761c,Merge_failed,5d186e632aac535bbc9aaeef14ec84dee350e943289cc3ffe2d2058a76bd761c,Merge_failed,1acd4c2d534afe97cfb1ebc43a1666539185bae023524627cd1f4fc93b7d0fb4,Merge_failed,1acd4c2d534afe97cfb1ebc43a1666539185bae023524627cd1f4fc93b7d0fb4,Merge_failed,1acd4c2d534afe97cfb1ebc43a1666539185bae023524627cd1f4fc93b7d0fb4,Merge_failed,1acd4c2d534afe97cfb1ebc43a1666539185bae023524627cd1f4fc93b7d0fb4,Merge_failed,846015dcc52c5829d4df596f7dc4c4cdea4e69210135ae2c295fece7ab871e93,Merge_failed,ef85475b315e215434c25b2087a2c3b42e9aaca767f768d14a46c296e9afd9c4,Merge_failed,51e245d6ee310b9091499b2a64347fb781c9b2846d2e465a648d5f07b9ce0100,Merge_failed,31be0517c88afefc36fe8d8a870486a005667f9b801b857f004d5bb3e2722f5b,Merge_failed,9e6e931b32907fcea3b67e10b9c49171986e42fb5602d213542b6ae19a2f0db5,Merge_failed,9e6e931b32907fcea3b67e10b9c49171986e42fb5602d213542b6ae19a2f0db5,Merge_failed,5d186e632aac535bbc9aaeef14ec84dee350e943289cc3ffe2d2058a76bd761c,Merge_failed,9e6e931b32907fcea3b67e10b9c49171986e42fb5602d213542b6ae19a2f0db5,Merge_failed,5d186e632aac535bbc9aaeef14ec84dee350e943289cc3ffe2d2058a76bd761c
430,refs/remotes/origin/pull/696,5653c6aedb97a46aa4d94bbf8ea39fcb2174bcc3,142fd9ea361dc39b7a69e38c0f34310d8f4b0aa0,89e162b7203140d4546ba3a5bf7b2328cbb68b3f,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/142fd9ea361dc39b7a69e38c0f34310d8f4b0aa0_89e162b7203140d4546ba3a5bf7b2328cbb68b3f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/142fd9ea361dc39b7a69e38c0f34310d8f4b0aa0_89e162b7203140d4546ba3a5bf7b2328cbb68b3f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/142fd9ea361dc39b7a69e38c0f34310d8f4b0aa0_89e162b7203140d4546ba3a5bf7b2328cbb68b3f_left_right.log'}",True,True,38,563,True,d66160117d3d7b6b2ebd51a892295892fcf4fb49859d18f5ce494f61910db14a,Tests_passed,859c9d1ae90579f9eeffb256d16be51586afab1f7af0e01e0607ddb964a0e6d6,Tests_passed,True,True,Merge_failed,b9b3ea6679e9eb847c627f334eaf836380bac5d49455110c947cf0aef2dd976e,Merge_failed,2616fc3816f4d1126f95fe40ae8ee01da4cfd1cf7337a18e6305c6532dbdef71,Merge_failed,b9b3ea6679e9eb847c627f334eaf836380bac5d49455110c947cf0aef2dd976e,Merge_failed,2616fc3816f4d1126f95fe40ae8ee01da4cfd1cf7337a18e6305c6532dbdef71,Merge_failed,b9b3ea6679e9eb847c627f334eaf836380bac5d49455110c947cf0aef2dd976e,Merge_failed,b9b3ea6679e9eb847c627f334eaf836380bac5d49455110c947cf0aef2dd976e,Merge_failed,b9b3ea6679e9eb847c627f334eaf836380bac5d49455110c947cf0aef2dd976e,Merge_failed,a56a74d0d8e955636ab8c637c55f6f8d3311fe421e5cc0ad7c140b7af85a1b38,Merge_failed,1183d620ddae0bd4c854d1c2f88e672e8accb4d4c49f36365ca02ee6948dcc89,Merge_failed,4f876c4d8a2b96e882be0a09359c46ba0b17470b07ba9a8830a21745da1b7038,Merge_failed,5c637568bd522c5a5431ff803fe1e3496ba04fa73313e050ba96254c38bde67c,Tests_passed,c398f8bd8e5e7913d77bed9d0a3b01cdaa0f9c699f9c39823f974889a1f82859,Tests_passed,3c05e77171ce1a84327302a2329f6ba46fb9a81924e0af489fb0825040af4da8,Merge_failed,b9b3ea6679e9eb847c627f334eaf836380bac5d49455110c947cf0aef2dd976e,Merge_failed,b9b3ea6679e9eb847c627f334eaf836380bac5d49455110c947cf0aef2dd976e,Tests_passed,c398f8bd8e5e7913d77bed9d0a3b01cdaa0f9c699f9c39823f974889a1f82859
435,refs/remotes/origin/pull/698,ab55e84c7636ef39e7186db9e90c48dfc2e99696,d4b1bbc33d6c4d65479c6cd2268e756fe2f19930,370cdbfc62ef304221a747d39e83bdc464b37d85,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/d4b1bbc33d6c4d65479c6cd2268e756fe2f19930_370cdbfc62ef304221a747d39e83bdc464b37d85_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/d4b1bbc33d6c4d65479c6cd2268e756fe2f19930_370cdbfc62ef304221a747d39e83bdc464b37d85_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/d4b1bbc33d6c4d65479c6cd2268e756fe2f19930_370cdbfc62ef304221a747d39e83bdc464b37d85_left_right.log'}",True,True,35,717,True,6397121ce7944fdc42aba0c306c588ee17a6b7e44c2a15e5223742ab3676fabc,Tests_passed,438defae069be8e0179d84e8c1337cc67fed9641ff41a79cab8bce68c6c2d438,Tests_passed,True,True,Merge_failed,a3b24fa930fcaa7b615d1c59e57fd6e5d5d0b7ae2a6577f8eeb86cd28a79fbc5,Merge_failed,3dec58e143b085debd042c24e9cb54e9095842e35cb9f1067ece83a01e815745,Merge_failed,a3b24fa930fcaa7b615d1c59e57fd6e5d5d0b7ae2a6577f8eeb86cd28a79fbc5,Merge_failed,3dec58e143b085debd042c24e9cb54e9095842e35cb9f1067ece83a01e815745,Merge_failed,e3acd8276ca11d8b76f24eaa6fea453d6722edb8d75eb5adaa9ffd9f145dd6ad,Merge_failed,e3acd8276ca11d8b76f24eaa6fea453d6722edb8d75eb5adaa9ffd9f145dd6ad,Merge_failed,a3b24fa930fcaa7b615d1c59e57fd6e5d5d0b7ae2a6577f8eeb86cd28a79fbc5,Merge_failed,b1faeb24235f40d8460a9ad981240f676d205d4c482eefeda0cf6ebf3efbd05a,Merge_failed,6aa7b102390523c905bff33b4d60a504a5c7dba825ddaba703e01846cc9c52b1,Merge_failed,ec71dba30d8c6c475f9f506f3e526588c71b34d70c6c7d14370f3e9b39b96b84,Tests_failed,bacbe05415dabfe5588e1d624595360097cbd1bcac78ad3300f5f1f186646d6d,Merge_failed,a3b24fa930fcaa7b615d1c59e57fd6e5d5d0b7ae2a6577f8eeb86cd28a79fbc5,Merge_failed,3dec58e143b085debd042c24e9cb54e9095842e35cb9f1067ece83a01e815745,Merge_failed,db18e2bbcb08af99f15aa66cb608ed52bc36b94edb37778eb0f57e5ea01e154d,Merge_failed,a3b24fa930fcaa7b615d1c59e57fd6e5d5d0b7ae2a6577f8eeb86cd28a79fbc5,Merge_failed,a3b24fa930fcaa7b615d1c59e57fd6e5d5d0b7ae2a6577f8eeb86cd28a79fbc5
437,refs/remotes/origin/pull/822,0c62f2a527092bbd3207baee7f42a43a57be66ad,d3bd87a03268625d565ba74921c912224506e45e,cc4087fc597ecdc17a3e8e558433aaa76595914f,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/d3bd87a03268625d565ba74921c912224506e45e_cc4087fc597ecdc17a3e8e558433aaa76595914f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/d3bd87a03268625d565ba74921c912224506e45e_cc4087fc597ecdc17a3e8e558433aaa76595914f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/d3bd87a03268625d565ba74921c912224506e45e_cc4087fc597ecdc17a3e8e558433aaa76595914f_left_right.log'}",True,True,57,656,True,63fce57c076a05256bd85209e10b5c15c18b1e877caae78d49dd4e274f5ebb1b,Tests_passed,95dea5ac4e1037693ea7b5e4f45409ab9fcc0216ab95455705e48b63913dee8e,Tests_passed,True,True,Merge_failed,cbdc2ccbff7ba466e193b4cfc2ef3f0089f187c89c91c3591d4e6a88f16c7c51,Merge_failed,cbdc2ccbff7ba466e193b4cfc2ef3f0089f187c89c91c3591d4e6a88f16c7c51,Merge_failed,cbdc2ccbff7ba466e193b4cfc2ef3f0089f187c89c91c3591d4e6a88f16c7c51,Merge_failed,cbdc2ccbff7ba466e193b4cfc2ef3f0089f187c89c91c3591d4e6a88f16c7c51,Merge_failed,cbdc2ccbff7ba466e193b4cfc2ef3f0089f187c89c91c3591d4e6a88f16c7c51,Merge_failed,cbdc2ccbff7ba466e193b4cfc2ef3f0089f187c89c91c3591d4e6a88f16c7c51,Merge_failed,cbdc2ccbff7ba466e193b4cfc2ef3f0089f187c89c91c3591d4e6a88f16c7c51,Merge_failed,0bed44dec62bc23bc4c1ca72f9fa197dd65980e5b1cc7d735f4023f44cdd9811,Merge_failed,12e0d28f14ab1612f9bb5978af1cf096d3a718657df86ff0f652e517509a6193,Merge_failed,df1b01ef04acd587b069dbbb4886cfc7ca5aa7f36d914489c4ee779b08476af7,Merge_failed,76dc7e6dacba78c2606f066bc0e72cde9e4905d45d6a725d4c2f212ac9693197,Merge_failed,fbc03597c52e69b01706cace95b012f7b11414e489e2d47281b7d862dce9739a,Merge_failed,fbc03597c52e69b01706cace95b012f7b11414e489e2d47281b7d862dce9739a,Merge_failed,fbc03597c52e69b01706cace95b012f7b11414e489e2d47281b7d862dce9739a,Merge_failed,fbc03597c52e69b01706cace95b012f7b11414e489e2d47281b7d862dce9739a,Merge_failed,fbc03597c52e69b01706cace95b012f7b11414e489e2d47281b7d862dce9739a
443,refs/remotes/origin/pull/898,044f97a4a25b86ffbd1fb46019561c9009b9df7d,adbb37d7ab09c3f6326c453abc012817a0c7cbfa,b678bb58829638a8283b04d3899bcd38abf725c9,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/adbb37d7ab09c3f6326c453abc012817a0c7cbfa_b678bb58829638a8283b04d3899bcd38abf725c9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/adbb37d7ab09c3f6326c453abc012817a0c7cbfa_b678bb58829638a8283b04d3899bcd38abf725c9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/adbb37d7ab09c3f6326c453abc012817a0c7cbfa_b678bb58829638a8283b04d3899bcd38abf725c9_left_right.log'}",True,True,14,218,True,65df3848d56f4df57117eb1f641669550015895c6362e8af35f38a7052219365,Tests_passed,e2940127d66a579e439b5c971312c7702f2b66e68ae083c3685b5183f661fd58,Tests_passed,True,True,Merge_failed,d690a7ba612c8aa8c0e4a1d9c9197a6e8477f2227378c29287e8431baa31ce63,Merge_failed,d690a7ba612c8aa8c0e4a1d9c9197a6e8477f2227378c29287e8431baa31ce63,Merge_failed,d690a7ba612c8aa8c0e4a1d9c9197a6e8477f2227378c29287e8431baa31ce63,Merge_failed,d690a7ba612c8aa8c0e4a1d9c9197a6e8477f2227378c29287e8431baa31ce63,Merge_failed,d690a7ba612c8aa8c0e4a1d9c9197a6e8477f2227378c29287e8431baa31ce63,Merge_failed,d690a7ba612c8aa8c0e4a1d9c9197a6e8477f2227378c29287e8431baa31ce63,Merge_failed,d690a7ba612c8aa8c0e4a1d9c9197a6e8477f2227378c29287e8431baa31ce63,Merge_failed,f5580f7a390d81974097bc275a20d0dfa4ca4c6b352805473c0a85e33800d875,Merge_failed,92649bd90a9349d8d56ff25e08c81062314e4374619d4dea521f8e51dd550c32,Merge_failed,feab584e6b48c9cb081e8613eb093d498d5a731eaded8c4b93be70425e3aedaa,Merge_failed,306194b1cd46a8e7d730a1ebd7770e8d9876f9b14ddb7627f00c4aa1852698a3,Merge_failed,753e1fb1a0834f660d92e7f7e66b3aa809e19748317fc6fba197d6cd1bc7631a,Merge_failed,753e1fb1a0834f660d92e7f7e66b3aa809e19748317fc6fba197d6cd1bc7631a,Merge_failed,753e1fb1a0834f660d92e7f7e66b3aa809e19748317fc6fba197d6cd1bc7631a,Merge_failed,753e1fb1a0834f660d92e7f7e66b3aa809e19748317fc6fba197d6cd1bc7631a,Merge_failed,753e1fb1a0834f660d92e7f7e66b3aa809e19748317fc6fba197d6cd1bc7631a
444,refs/remotes/origin/pull/919,47f552e3abd1197a640f0548fc194f38efc2eced,27ea7b553f57a423260d385c5c404c3a094e9db2,8ff0a6e2c62749d5fc6953a8a93899a82d852234,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/27ea7b553f57a423260d385c5c404c3a094e9db2_8ff0a6e2c62749d5fc6953a8a93899a82d852234_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/27ea7b553f57a423260d385c5c404c3a094e9db2_8ff0a6e2c62749d5fc6953a8a93899a82d852234_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/27ea7b553f57a423260d385c5c404c3a094e9db2_8ff0a6e2c62749d5fc6953a8a93899a82d852234_left_right.log'}",True,True,22,144,True,219958261f5c31fa3ca31caac9b6e048841863fbe45d401d6e90f5fee44f81b1,Tests_passed,5a056aa9f1d0be18d835dfd9528cd60203262e3cc3ba066c01332fc584283b77,Tests_passed,True,True,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,f75f5dbefe04004b65225be8ffb152720616dbf50fe8338823503b34dacf7598,Merge_failed,ff57d8dff1a72d0e9ad8512c3d8ab19e39ad8f0212169995553beff8c163c791,Merge_failed,d651bfdb95ca9050372f4d88faa0502a67f60d5a6e681838c113a587c16c07e3,Merge_failed,f33a9cbc249ab85a31165323114fb28c6c3a9e81afe90803e30959f64bf953f6,Merge_failed,83fbd4d03f99fef5a7c07a97c0d56e5792f9f1a93f5846725f4a26c5c44038bb,Merge_failed,83fbd4d03f99fef5a7c07a97c0d56e5792f9f1a93f5846725f4a26c5c44038bb,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,a06c9684f3e3859bfa9b1215c5d8df3b0aaf3665d224de3a4e1c2083a3c74c6a,Merge_failed,83fbd4d03f99fef5a7c07a97c0d56e5792f9f1a93f5846725f4a26c5c44038bb
445,refs/remotes/origin/pull/923,c8c5860214e4a7b4c0c8b3ad3853e40daf9851ab,4f03e20aa012a89b31bc549713a03386d3047fdf,6b34475e3af118c8f8f9b7116c132d02b26a3492,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/4f03e20aa012a89b31bc549713a03386d3047fdf_6b34475e3af118c8f8f9b7116c132d02b26a3492_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/4f03e20aa012a89b31bc549713a03386d3047fdf_6b34475e3af118c8f8f9b7116c132d02b26a3492_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/4f03e20aa012a89b31bc549713a03386d3047fdf_6b34475e3af118c8f8f9b7116c132d02b26a3492_left_right.log'}",True,True,108,2726,True,b7539ec7d670fd44b72a53e33194866636907aa57ebc5c3bdeb3264f7f323abf,Tests_passed,e4c0c4b65f31fb87fb9c03beaf152488b44b951746f5f428fb30660a4a163d43,Tests_passed,True,True,Merge_failed,44ba52f729db576873ac3aef324fe62a8b626a68e030897e42ac82437ddb3180,Merge_failed,44ba52f729db576873ac3aef324fe62a8b626a68e030897e42ac82437ddb3180,Merge_failed,44ba52f729db576873ac3aef324fe62a8b626a68e030897e42ac82437ddb3180,Merge_failed,3fd121ece33b84d46bdf12a33dd141103cbf291902cfcdeaa6e94c5302da70c8,Merge_failed,3fd121ece33b84d46bdf12a33dd141103cbf291902cfcdeaa6e94c5302da70c8,Merge_failed,3fd121ece33b84d46bdf12a33dd141103cbf291902cfcdeaa6e94c5302da70c8,Merge_failed,4cc5b2b084552d82d95e5b32bb3531c6800993835d75f47c5238e5bf09995219,Merge_failed,f46239d718d3c6f3b15f7f9a249a7d488bcc2d8b920b20eaa944ff1ce1ddd08b,Merge_failed,81ba8ebc013068eb0c99630521866db41f5f9f1a9d21a3d168d0e281e1664612,Merge_failed,197611404bdf217648843e106e37d33f7c0d5bd573105effddc2e336ed25de69,Merge_failed,523a43d33a629077265f44ec6ae24b79b9837ca9a2018904284c7488ffd245d3,Merge_failed,c12cb0f08fde63beb9e593236cd6e60b826c82cce6aea887cc4629cc69901803,Merge_failed,c12cb0f08fde63beb9e593236cd6e60b826c82cce6aea887cc4629cc69901803,Merge_failed,f290be3960c74c8dde0e878e76f4261d931ce4233cfd7917e65ec1ed3c3f1fc4,Merge_failed,c12cb0f08fde63beb9e593236cd6e60b826c82cce6aea887cc4629cc69901803,Merge_failed,784092d10f6b6c2fa5a480c6c3cc55fd6d41c768d6fc5dd3edd3be248193bd33
449,refs/remotes/origin/pull/932,5cbd5c3b213661c3eb9644e012118b3918bec0f1,02120bfe9ec2e18e7005b1e38466495df7545770,3b68476bc5dccf888fcbffdf6ae62f67a1d9197d,,True,"{'base_left': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/02120bfe9ec2e18e7005b1e38466495df7545770_3b68476bc5dccf888fcbffdf6ae62f67a1d9197d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/02120bfe9ec2e18e7005b1e38466495df7545770_3b68476bc5dccf888fcbffdf6ae62f67a1d9197d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/masterthought/cucumber-reporting/02120bfe9ec2e18e7005b1e38466495df7545770_3b68476bc5dccf888fcbffdf6ae62f67a1d9197d_left_right.log'}",True,True,17,175,True,0f7f649de6145bb5c270f50122cddda92bd3749aa94fc92c0a73a8a394c7f932,Tests_passed,24ffa6953fe37a75c54ea5f3e0b8ddc349759d0658e55e00d43a326704378887,Tests_passed,True,True,Merge_failed,02f4d5d08a90bf6012a62a01c26c5a08fb325cf5ea4fd18496ec89a3102f0f47,Merge_failed,60d4575e8c3f3025fd55f48fc96c1710b3bf092dfbca6726846b3b3fa834419a,Merge_failed,02f4d5d08a90bf6012a62a01c26c5a08fb325cf5ea4fd18496ec89a3102f0f47,Merge_failed,60d4575e8c3f3025fd55f48fc96c1710b3bf092dfbca6726846b3b3fa834419a,Merge_failed,02f4d5d08a90bf6012a62a01c26c5a08fb325cf5ea4fd18496ec89a3102f0f47,Merge_failed,02f4d5d08a90bf6012a62a01c26c5a08fb325cf5ea4fd18496ec89a3102f0f47,Merge_failed,02f4d5d08a90bf6012a62a01c26c5a08fb325cf5ea4fd18496ec89a3102f0f47,Merge_failed,a7f8d8b4e4ba267c09d29c2373590dd30010b5b9fd350422f7acfb33f48d62e2,Merge_failed,8b117eae86f398ba7646fdafd6b844051e5fd20ffb7d6d951d84420839f3aea4,Merge_failed,3fc11cdcd2a4b7dd27b32e0f1b1592cb93aefe0cc2de84539b397da4c3a7522c,Merge_failed,b0a3dd73ceb25620874d7d556d3dfe0d496d58ab639815999cfe62b06d81b959,Merge_failed,1a3fefd9ffb662570cc109ea7cc334cbe4a2c1b097cf59f8eef1a6f9d422aca1,Merge_failed,aebaf6e338afa1c04fad98fe16ce72e5223a9ccb90165b1e548062e13bd474f4,Merge_failed,15c3521d999ccffb94ffc3e99685c92bcb2b9fcb4f5e5e94b400eab6a1f97797,Merge_failed,15c3521d999ccffb94ffc3e99685c92bcb2b9fcb4f5e5e94b400eab6a1f97797,Merge_failed,1a3fefd9ffb662570cc109ea7cc334cbe4a2c1b097cf59f8eef1a6f9d422aca1
