idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
40,refs/heads/main,a3011e7f9eb627d717e3b5908da703b65efae0bb,46feeb0568afe41089341ce8145c02f59b8d8c78,24f054a2c72988d543f545c801401f1290693962,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/46feeb0568afe41089341ce8145c02f59b8d8c78_24f054a2c72988d543f545c801401f1290693962_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/46feeb0568afe41089341ce8145c02f59b8d8c78_24f054a2c72988d543f545c801401f1290693962_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/46feeb0568afe41089341ce8145c02f59b8d8c78_24f054a2c72988d543f545c801401f1290693962_left_right.log'}",True,True,603,32152,True,Tests_passed,3ffd8eb7bedcb8f14f1f113a56dd2f0b9d4d8e25e87e750c80f049d45aeb0276,True,Tests_passed,667e13e35bfeaaaa91a757edf5a3bb72b18b6e8706ad5fd93e70292c6ab01f60,True,Merge_failed,70b8a48f6ead215bea7f36a2b3a0f94a36a357a4284e87ba12e9bdb3371ac6c5,Merge_failed,e79e717b8d89bc467ec69b2ff1e5181a8479d67a1f16d52203fe445a3268a184,Merge_failed,70b8a48f6ead215bea7f36a2b3a0f94a36a357a4284e87ba12e9bdb3371ac6c5,Merge_failed,e79e717b8d89bc467ec69b2ff1e5181a8479d67a1f16d52203fe445a3268a184,Merge_failed,15d63886d8f6fd69ca600eda89348ef36aaee967fca3f3dc632344b6721b05a2,Merge_failed,15d63886d8f6fd69ca600eda89348ef36aaee967fca3f3dc632344b6721b05a2,Merge_failed,15d63886d8f6fd69ca600eda89348ef36aaee967fca3f3dc632344b6721b05a2,Merge_failed,2431d35463ad79f1b08636bd3295afc3be347ba3f83d6b2d4b1515cf6b423956,Merge_failed,48731685d1a1b52c211a1924ff2a11d32c3a858ea1b9c4995c514bf195217b12,Merge_failed,aff5c5393135b25da495f0b0780b3917a74795558a2511b2a75896979bfca346,Merge_failed,1d92351a6ca67d40f3af30a2a837f63721017ed85166b729d04b7d6828702735,Merge_failed,51c49f36bd107fdc0b11f567057ff4c8cfbfb4d0d8e1e3160d0e1f5bcca935f1,Merge_failed,35e1afe643cdeb2df47815810d0a9656b3ed6b2fb92a4464ec2a6cfd4d799e6d,Merge_failed,7e6087d47f8ed1687679eacebd06b7745fc1f77fb0a732765a70c443a9625c38,Merge_failed,c89ccc1a5fc270b6e716717ad72baacf8e6924e42bd6b132e47937b017c8e443,Merge_failed,3b3977f2131bc60e0ac223b782007ae4c913bcb2beb8e1b06acfa1fe2128c33a
49,refs/heads/main,327f0860049931d7af945af02e57dab608ae0aed,b483c0c262e80fd6804a2cf23abe2eb81b26f5d1,a6bae153f84eb05fefaf1f5e5f93195fb5216cc6,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/b483c0c262e80fd6804a2cf23abe2eb81b26f5d1_a6bae153f84eb05fefaf1f5e5f93195fb5216cc6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/b483c0c262e80fd6804a2cf23abe2eb81b26f5d1_a6bae153f84eb05fefaf1f5e5f93195fb5216cc6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/b483c0c262e80fd6804a2cf23abe2eb81b26f5d1_a6bae153f84eb05fefaf1f5e5f93195fb5216cc6_left_right.log'}",True,True,602,25121,True,Tests_passed,cb9b68d43379b43d273b2bb30707f9edfbee60b6ef2ff1cb9ff59f478a7e95a6,True,Tests_passed,f858d39cb5034e4c484e07cb01def38eaad0e2c0394709bf49c8b168774718df,True,Merge_failed,16b3e9837477da7c3bb3f99527a94639ad94fcf5aaa6eaf921d9e58d28a3109e,Merge_failed,602fd3b97870e598c4ce3eca95cdd605105bf006bc5f30a5cb556384f60eeb70,Merge_failed,16b3e9837477da7c3bb3f99527a94639ad94fcf5aaa6eaf921d9e58d28a3109e,Merge_failed,602fd3b97870e598c4ce3eca95cdd605105bf006bc5f30a5cb556384f60eeb70,Merge_failed,16b3e9837477da7c3bb3f99527a94639ad94fcf5aaa6eaf921d9e58d28a3109e,Merge_failed,16b3e9837477da7c3bb3f99527a94639ad94fcf5aaa6eaf921d9e58d28a3109e,Merge_failed,16b3e9837477da7c3bb3f99527a94639ad94fcf5aaa6eaf921d9e58d28a3109e,Merge_failed,8d6490c6a8b5f95a62196449fa73c8980404b48915cde112fa408c4d3fc66358,Merge_failed,99c82a3fdbb774881e759d8f9983219a9bb74718677d3d5f2d2e4ef1bf9436af,Merge_failed,53d14243440a24467adf1381890dd561b231d83d16493f022625e6024ccc94d5,Merge_failed,39a1b820700e371808b4fcaba6f1d0efe2309097b759c12bfd0a7360b9bba8a3,Merge_failed,484178e99a6d634553b8695973eb19790fe410fa73089d5110f60f203da484d1,Merge_failed,26eb77b89a4dbeedd9762d5cc5887e7e4707ebe696d960d67b0f9b9268f9f24a,Merge_failed,6b10399b1f8160ebf2dc0e6f3c0d6037884509e70033aa2ac10ffd3476eafcfc,Merge_failed,fa41c8b62a88f69c12da20e3ef4fd50988b56c78007dea1b4d634c90b01c403a,Merge_failed,f13a85cc08860e154a48ccf2e1bf9775e3c2a48b1b4e7565f72b20bd811e5c30
50,refs/heads/main,fa6ec362fba2e2077edc6d462c166df17bb42d27,c23864898e902db4bebfb0781e8441cb95fa9a3c,7c0c4aaea94fb2333962d5e05da2f479e11977c6,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/c23864898e902db4bebfb0781e8441cb95fa9a3c_7c0c4aaea94fb2333962d5e05da2f479e11977c6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/c23864898e902db4bebfb0781e8441cb95fa9a3c_7c0c4aaea94fb2333962d5e05da2f479e11977c6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/c23864898e902db4bebfb0781e8441cb95fa9a3c_7c0c4aaea94fb2333962d5e05da2f479e11977c6_left_right.log'}",True,True,415,22786,True,Tests_passed,e479c041d99d765e067c8ac4db1679ea18a4ab63ef7d3c3f62ab70a00169e2f7,True,Tests_passed,dc850ccbee9f2a548679b07e9a59e897b1660906e818c4f6e72a8961d5f3382a,True,Merge_failed,14fbec18585e6f2c2a1044e7d0c5dfa900ffab3446f70d05f595c7fb7df326bd,Merge_failed,14fbec18585e6f2c2a1044e7d0c5dfa900ffab3446f70d05f595c7fb7df326bd,Merge_failed,14fbec18585e6f2c2a1044e7d0c5dfa900ffab3446f70d05f595c7fb7df326bd,Merge_failed,14fbec18585e6f2c2a1044e7d0c5dfa900ffab3446f70d05f595c7fb7df326bd,Merge_failed,14fbec18585e6f2c2a1044e7d0c5dfa900ffab3446f70d05f595c7fb7df326bd,Merge_failed,14fbec18585e6f2c2a1044e7d0c5dfa900ffab3446f70d05f595c7fb7df326bd,Merge_failed,14fbec18585e6f2c2a1044e7d0c5dfa900ffab3446f70d05f595c7fb7df326bd,Merge_failed,0b788a3efbbfd0aaddd6800fa7d5e6820b95b81ff00bd0384758fc40580b45a8,Tests_passed,52bbdf08ef869cced1a10a11834cbee11262df68e8dfe3e8f299f09c0a5a34cc,Merge_failed,a0323e82d68cdcb0841e6e9cfb5a922e0b1dea5da79d50b24bc26d72dadde20a,Merge_failed,2429bbdc7ecb8bc61ff81e011bf71738b9cbc2dbffadbe7ae0bd177e902747dc,Merge_failed,d6a8b75b8df3541888266cc49c949759df36cb1228d61e8f4dc63119f671134d,Merge_failed,d6a8b75b8df3541888266cc49c949759df36cb1228d61e8f4dc63119f671134d,Tests_passed,52bbdf08ef869cced1a10a11834cbee11262df68e8dfe3e8f299f09c0a5a34cc,Merge_failed,d6a8b75b8df3541888266cc49c949759df36cb1228d61e8f4dc63119f671134d,Merge_failed,d6a8b75b8df3541888266cc49c949759df36cb1228d61e8f4dc63119f671134d
52,refs/heads/main,01799c8c9011d8695ba0a97ff7b659e5ce879d11,5f77a95ba5277ac3648f805f96d4692edd6ac9f3,9bf86bc554b5cf3bd9ff5f541fbee4adf2a811cf,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/5f77a95ba5277ac3648f805f96d4692edd6ac9f3_9bf86bc554b5cf3bd9ff5f541fbee4adf2a811cf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/5f77a95ba5277ac3648f805f96d4692edd6ac9f3_9bf86bc554b5cf3bd9ff5f541fbee4adf2a811cf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/5f77a95ba5277ac3648f805f96d4692edd6ac9f3_9bf86bc554b5cf3bd9ff5f541fbee4adf2a811cf_left_right.log'}",True,True,415,22846,True,Tests_passed,32455f4c599a798753c1eefb3c0e1720ae98d051ea16b5b61b2d759cd672c1fc,True,Tests_passed,a79bef6baf9c3bc084de56d80c1bf0b5835a1d9983e635878e0792174aaa0cbb,True,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_passed,35ee3cc70114b61272bab77af201bf694d47b9d8911c95454f38f9d2a47ab179,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_passed,35ee3cc70114b61272bab77af201bf694d47b9d8911c95454f38f9d2a47ab179,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Merge_failed,d6255fd2cf7a2918146a697bdc2b891589bc58d472e904fed9f90d3960905ef0,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_failed,5965f9e98f97f528237051135b3681518a4707330ce837e8588f14f7db43e4ad,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_passed,35ee3cc70114b61272bab77af201bf694d47b9d8911c95454f38f9d2a47ab179,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00,Tests_passed,e6a1116b34b3af768ba695428b4ccd49715bacfea5cd2c44dc30a9146f3add00
56,refs/heads/main,c85be7b3c81624c9ada99251b31ec677cbd338a6,19de67c6c110ae825145454ea43c7834c2f17daa,c9cea4605e35ab9e7e54b4bd0fa0db68edacce2e,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/19de67c6c110ae825145454ea43c7834c2f17daa_c9cea4605e35ab9e7e54b4bd0fa0db68edacce2e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/19de67c6c110ae825145454ea43c7834c2f17daa_c9cea4605e35ab9e7e54b4bd0fa0db68edacce2e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/19de67c6c110ae825145454ea43c7834c2f17daa_c9cea4605e35ab9e7e54b4bd0fa0db68edacce2e_left_right.log'}",True,True,431,23459,True,Tests_passed,ff070602f4dcd663ea41572a0f52170490bd77a7fcbcf93c5b91c4182eb23cb8,True,Tests_passed,dba05455cb07334fffb65332b496991ce18e394b9440e4b5c0381dac66b57a8a,True,Merge_failed,74aa4c21a544f50b8e9cf6e6b958c81adc27afa496842f2bee4377071a8aedf7,Merge_failed,7ce05f69ee7f37277915479d84fb94f2063d890388b7c4252feb7570d8b2935f,Merge_failed,74aa4c21a544f50b8e9cf6e6b958c81adc27afa496842f2bee4377071a8aedf7,Merge_failed,7ce05f69ee7f37277915479d84fb94f2063d890388b7c4252feb7570d8b2935f,Merge_failed,74aa4c21a544f50b8e9cf6e6b958c81adc27afa496842f2bee4377071a8aedf7,Merge_failed,74aa4c21a544f50b8e9cf6e6b958c81adc27afa496842f2bee4377071a8aedf7,Merge_failed,74aa4c21a544f50b8e9cf6e6b958c81adc27afa496842f2bee4377071a8aedf7,Merge_failed,c3a7b63b8ddc64b3bfa4e58c4dd751519ec93715a0f334dd7b9e2a9121aaf770,Merge_failed,3daed005ad2d481b83d0f91b40399eaac52a8968954e1a69e81a285c3da696d7,Merge_failed,b39eff2f6ab4f6e61b5ab1ba105d98baac4f002a9a1d431bed2f2aa9fe63249b,Tests_failed,c97524882625d704eafa80b76025e22fb4bef2aebbbe028e13229a7926b26ea3,Merge_failed,74aa4c21a544f50b8e9cf6e6b958c81adc27afa496842f2bee4377071a8aedf7,Merge_failed,7ce05f69ee7f37277915479d84fb94f2063d890388b7c4252feb7570d8b2935f,Merge_failed,6058982f4a851df96a38cc5e3353c7f4fe6155619a154267febc23fc542b7c76,Merge_failed,74aa4c21a544f50b8e9cf6e6b958c81adc27afa496842f2bee4377071a8aedf7,Merge_failed,74aa4c21a544f50b8e9cf6e6b958c81adc27afa496842f2bee4377071a8aedf7
59,refs/heads/main,b36e8eaedb5eff543436358200741fa9ce3d47bd,99543c0de964d67ea74877853ef4d2aded96ff08,90fdf95afb92f3b37ae85da7b09bc97049c18082,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/99543c0de964d67ea74877853ef4d2aded96ff08_90fdf95afb92f3b37ae85da7b09bc97049c18082_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/99543c0de964d67ea74877853ef4d2aded96ff08_90fdf95afb92f3b37ae85da7b09bc97049c18082_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/99543c0de964d67ea74877853ef4d2aded96ff08_90fdf95afb92f3b37ae85da7b09bc97049c18082_left_right.log'}",True,True,407,22763,True,Tests_passed,009462378fce08df2fd9307944b399c90c9bf7e4fa32694ce163477ab49f5398,True,Tests_passed,e72a1388d8f22e2d987538b3d1cef4956bc0bb5ff0d97365df8d4aed369a34e6,True,Merge_failed,3b537f0a664e911deb2e196ac039e46c9b464aecae305ccc8d4e33134e89adab,Merge_failed,c43b49dd4f93b5932cf44ff06fc46585effea96fa3614267d71c86cadb4aeb30,Merge_failed,3b537f0a664e911deb2e196ac039e46c9b464aecae305ccc8d4e33134e89adab,Merge_failed,c43b49dd4f93b5932cf44ff06fc46585effea96fa3614267d71c86cadb4aeb30,Merge_failed,21bf1939cd843baed298e61df8d92b05d507bb3b789f58e0bf0ca36c3196d841,Merge_failed,3b537f0a664e911deb2e196ac039e46c9b464aecae305ccc8d4e33134e89adab,Merge_failed,3b537f0a664e911deb2e196ac039e46c9b464aecae305ccc8d4e33134e89adab,Merge_failed,4b318fd312c487e42df4d23529609db18c380be4e336044354193da3663e2f94,Merge_failed,f642e4cb33d55fb0722cf4a583d9966924790b892ba1f68af778262728298faf,Merge_failed,b75330b9622104311a32e40007fc1c54a7692077a0949315ed290c905667d755,Merge_failed,f54df2bfcc7745895f92d85fb12786fdb856f9f015219f618807b0e5d1ca1d84,Merge_failed,3b537f0a664e911deb2e196ac039e46c9b464aecae305ccc8d4e33134e89adab,Merge_failed,c43b49dd4f93b5932cf44ff06fc46585effea96fa3614267d71c86cadb4aeb30,Merge_failed,3b537f0a664e911deb2e196ac039e46c9b464aecae305ccc8d4e33134e89adab,Merge_failed,3b537f0a664e911deb2e196ac039e46c9b464aecae305ccc8d4e33134e89adab,Merge_failed,3b537f0a664e911deb2e196ac039e46c9b464aecae305ccc8d4e33134e89adab
63,refs/heads/main,1c531c0a5a9652826ffb582b603722ab3481b830,140d96ff8762f6227d9fa04ce540211d56d78b00,dab21aedf561c78e1dc5cbdf8b02b60678021970,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/140d96ff8762f6227d9fa04ce540211d56d78b00_dab21aedf561c78e1dc5cbdf8b02b60678021970_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/140d96ff8762f6227d9fa04ce540211d56d78b00_dab21aedf561c78e1dc5cbdf8b02b60678021970_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/140d96ff8762f6227d9fa04ce540211d56d78b00_dab21aedf561c78e1dc5cbdf8b02b60678021970_left_right.log'}",True,True,359,21769,True,Tests_passed,e78e226ddb578c8f5301776a06d8eab13536a0792b8b28719ecfc9023ae7bfd4,True,Tests_passed,5b790ab368ef41199ba415ef74d34551babd5b47eac327cf60a55739a86cbc44,True,Merge_failed,09b82bd230b5e7ed6668fb73b2eecd7a4cf557f69a32b832fc6d056d6afcfa1a,Merge_failed,5d049f7b23f166f216ac740113b10b4a21d38a5b780d087fe0471e8fc2288a8a,Merge_failed,09b82bd230b5e7ed6668fb73b2eecd7a4cf557f69a32b832fc6d056d6afcfa1a,Merge_failed,1a3e17312576bc86a040c9211de523eb367418256c1e36c6a04f9dbbeb82da05,Merge_failed,8ceb6ebf80970d472ab5114632f43c57ca218376d518954fecb4ba6d45370d14,Merge_failed,8ceb6ebf80970d472ab5114632f43c57ca218376d518954fecb4ba6d45370d14,Merge_failed,09b82bd230b5e7ed6668fb73b2eecd7a4cf557f69a32b832fc6d056d6afcfa1a,Merge_failed,792d5906bc5941823adb31016c046c761715d6d3fadd054d1419a461d0a684d8,Merge_failed,51674be9484f5eb1c0afc824ae6f151f654475a0d4fc738e78eeafadf97d9ea8,Merge_failed,482ab6dc2fdf6ae9f256dcecd8e7657aec90988930b0669a8c7740cf310ee831,Merge_timedout,,Merge_failed,55ab6ed1a3a6358b632db22649578a9f881b76be9ebe711bc365454f1a1e50c2,Merge_failed,4b0bea7639f7de92a59aafa5cf1f7d88bfe50bc14eab699438bcbe56a9d073a1,Merge_failed,37cb677df5a62d99c3791b6408e224ade7e8e8f6493584657f5ef807bfdd1236,Merge_failed,288a2beadd4e9d7355cce33b557c9ef1508cf44c6ab6433bf552ce404aa3af1c,Merge_failed,55ab6ed1a3a6358b632db22649578a9f881b76be9ebe711bc365454f1a1e50c2
65,refs/heads/main,df351133a998388a13ecf8fe6e43916eaa9f13cb,62ed2b031d1954f9bc46052e8cd26970c715ee6d,0988c941582dc4c702e4ab64eef564e22eb585c6,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/62ed2b031d1954f9bc46052e8cd26970c715ee6d_0988c941582dc4c702e4ab64eef564e22eb585c6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/62ed2b031d1954f9bc46052e8cd26970c715ee6d_0988c941582dc4c702e4ab64eef564e22eb585c6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/62ed2b031d1954f9bc46052e8cd26970c715ee6d_0988c941582dc4c702e4ab64eef564e22eb585c6_left_right.log'}",True,True,406,23403,True,Tests_passed,3d6198102e867d3108d7b5cca52b3b752c0081eafe4899f5c5a2727887c99751,True,Tests_passed,6dade82fcaad8b9c662b3d151e59cc53e7921b037e7668b6f0c99354ad0ee8be,True,Merge_failed,bbd920423fc9d2f9b88ac862bf8191f4b26d377ca40f2b8fddf6840c11305833,Merge_failed,f6f28f33c0a924dcb205184fd918f6b848f21371bf90733afff16a92aa530c90,Merge_failed,bbd920423fc9d2f9b88ac862bf8191f4b26d377ca40f2b8fddf6840c11305833,Merge_failed,3b67c115c96d6c431ff9d4b919325a635c9ea7fb07ad85093b68d11763715f50,Merge_failed,8c2624b0ea9755d678de0a768184d994247466692591ba41c7f3b2eb8013ef32,Merge_failed,8c2624b0ea9755d678de0a768184d994247466692591ba41c7f3b2eb8013ef32,Merge_failed,8c2624b0ea9755d678de0a768184d994247466692591ba41c7f3b2eb8013ef32,Merge_failed,ab5da0e5f90ff852a91361a9ab7615a3dc333cd84794829b8e89d3406aa08a13,Merge_failed,b2df4f457215f61f96a269399d3d6a0fbd7709b46986d90435344447140daca1,Tests_passed,8b14d4e754ffd96b3d3036e323dd71b6008dbcb62fec3e6e9fd9098e0001d934,Tests_failed,91717ff87f113590e3d0c42dacb074e9b65c422f02f593a4e05789cfaa8d4f9d,Tests_failed,1b7e2774da4ea4f9a50c6f7db970955243ecd5b8bb9e35ee1491b25cafbfbe42,Tests_passed,b2a633d9f07685782ec47d20804cd16d8fc65e592f5c121f18394ca05d512993,Merge_failed,bf99e97a36cc714a933f54b77586136fdfd3db022d91a23726e8a8ec1e8ab09a,Merge_failed,2048a319c558c70a3ae48f6fc86ba59564bfc57dbf4af147f83ea3e88a0a33dc,Merge_failed,b68a7473314ea68d23c1f9600afbcc691318ae0b20617e4c1e3633e95c175bad
66,refs/heads/main,716c115927cfb9b47842d3dd160491d44eac2bb2,2c5f011d3c99d86f5d42a743a28238440729ae7f,1c5101cbc12c4d45cfe80171253eebe6fa40cb6e,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/2c5f011d3c99d86f5d42a743a28238440729ae7f_1c5101cbc12c4d45cfe80171253eebe6fa40cb6e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/2c5f011d3c99d86f5d42a743a28238440729ae7f_1c5101cbc12c4d45cfe80171253eebe6fa40cb6e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/2c5f011d3c99d86f5d42a743a28238440729ae7f_1c5101cbc12c4d45cfe80171253eebe6fa40cb6e_left_right.log'}",True,True,391,24587,True,Tests_passed,3b431c6f35d809e800a8d44d1f074f9ac32de3d82de5e14069b7051103b26aae,True,Tests_passed,25ba7f62d9d137489d06113311379611c157a38ac1855b574b777af8b4126fb2,True,Merge_failed,a41ae78a25a7d757e278c7da4c617fb62e6dfa2c7c864e544ba64828877e1d80,Merge_failed,a2bace265c66975e54d937a7c76fe9a8d4ec691a1f286e53ecfe14ad262ef88a,Merge_failed,a41ae78a25a7d757e278c7da4c617fb62e6dfa2c7c864e544ba64828877e1d80,Merge_failed,06e1c44f325d9e963a57deb7a940eec456add8da6860c31fa81d3afb12f08905,Merge_failed,59920c94b9ac5ffb4a2b00c48905a1cbb6dc41cfa64613b96012e3ce96a324a3,Merge_failed,59920c94b9ac5ffb4a2b00c48905a1cbb6dc41cfa64613b96012e3ce96a324a3,Merge_failed,a41ae78a25a7d757e278c7da4c617fb62e6dfa2c7c864e544ba64828877e1d80,Merge_failed,0315bd6fc3d75929adbf707487efd56cb77d4d78128d5f88c89cb44ce1e87da8,Merge_failed,1378f654622de6ab3a6374d98161ebf01f69b831a17b3bf6f0c47beb928d571e,Merge_failed,a448035bd343d8591a076cf2a7c01732635dc9c73b9c0dfdb7a5ef7e382e6883,Merge_failed,715b7589616cab42786962172f68f83a443be432aefb95a743f51fe8ff33f6df,Merge_failed,251cdfbc5750c46a52fdeb8bfc10dded6620c42f52cb5e3e941397bc1f8a3b7c,Merge_failed,4cb924d355cc3332f0529bb4b3395f24756c402be72d98b7342cc0c81499ff7f,Merge_failed,b34085b2374a506dc4d031cc6602417c760070d7d9026bd0a609ee325ce86c23,Merge_failed,89b6807da7c7771de1ea4ed889d9cbc8d97ef28e87871cbf81938b8acc5fc37b,Merge_failed,6908b0bfb08c50dab1bc8452072a705495d533818f9ea6ffd71787ffb1ca8e96
71,refs/heads/main,b5e448af3b363526f25633005608a912ba51bdb2,d74ea8ec790343808d42fa3d7fbcf6ba24d8f595,9b1e511fc8fcbae91163406791802cb8083dc06d,,True,"{'base_left': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/d74ea8ec790343808d42fa3d7fbcf6ba24d8f595_9b1e511fc8fcbae91163406791802cb8083dc06d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/d74ea8ec790343808d42fa3d7fbcf6ba24d8f595_9b1e511fc8fcbae91163406791802cb8083dc06d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/joel-costigliola/assertj-core/d74ea8ec790343808d42fa3d7fbcf6ba24d8f595_9b1e511fc8fcbae91163406791802cb8083dc06d_left_right.log'}",True,True,298,18093,True,Tests_passed,6b3a423d7cc27b36ab3d7c5e1239e5e789dc52b4e9988483084b4beb16ae4a4c,True,Tests_passed,cb2738064fce01577a15c4f9f125d93cb1b33779229afedfd9b479c848518317,True,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Merge_failed,23804414e5c9b67d43ea5a779059495901937803f630cd525aa44259a22083da,Tests_passed,f6ac75aaa619337a183ed16dcb19f153e1cb7bd37cd29a674baac8119c0615c8,Merge_failed,c58fb0be71cae5fa10167e84e1cae28220f2d7399237d3ed92781841d5a50b3c,Merge_failed,7a598acaf897f8dfbd489d89168a1f1e7cc3f334bf8cb3db109924ad1b0fec8d,Tests_passed,a63465dcb8a050aa2e65790f707e7a795ff9421f90ef5aa9889981064db46bf1,Tests_passed,a63465dcb8a050aa2e65790f707e7a795ff9421f90ef5aa9889981064db46bf1,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Merge_failed,d652086d6b2095e3475eb8143c06b942e7d4daf81fbc36553204a7b653ef2972,Tests_passed,a63465dcb8a050aa2e65790f707e7a795ff9421f90ef5aa9889981064db46bf1
