idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
287949,spring-projects/spring-integration-kafka,Java,0.933824,4,0,0.244652,4.291667,1.208333,1,10235,0.45204,97,1,1,1,1
288258,serenity-bdd/serenity-cucumber,Java,0.683333,2,0,0.130122,13.5,1.375,1,2842,0.585053,19,1,1,1,1
288313,bsideup/spring-boot-thrift,Java,0.875,1,0,0.049784,0.0,0.0,0,521,0.373016,14,0,0,1,0
288530,spotify/crunch-lib,Java,1.0,2,1,0.269654,19.0,4.0,1,960,0.407407,26,1,1,1,1
290412,mapzen/open,Java,0.930769,2,1,0.030917,71.0,15.2,1,29892,0.470646,62,1,1,1,1
291230,petitparser/java-petitparser,Java,0.950617,1,0,0.141845,47.0,1.0,1,6576,0.484676,35,1,1,1,1
292444,google/firing-range,Java,0.974359,1,0,0.186792,3.666667,1.166667,1,2593,0.370643,702,1,1,1,1
295129,spring-projects/spring-integration-java-dsl,Java,0.893333,3,1,0.37052,9.75,1.833333,1,11991,0.346694,48,1,1,1,1
295710,davidsowerby/krail,Java,0.961404,1,0,0.355677,31.0,25.5,1,26690,0.47648,37,1,1,1,1
296123,Netflix/ocelli,Java,0.989011,2,0,0.192996,46.75,10.0,1,5431,0.263517,36,1,1,1,1
296149,habuma/SpringInActionExamples,Java,0.735602,2,0,0.033661,0.0,0.0,0,10802,0.340611,111,0,0,1,0
296895,pedrovgs/Algorithms,Java,0.932927,1,1,0.390942,89.0,0.75,1,6616,0.556371,1377,1,1,1,1
298729,real-logic/Agrona,Java,0.9625,3,0,0.287855,18.25,1.0,1,8456,0.372962,333,1,1,1,1
298898,real-logic/Aeron,Java,0.984375,3,0,0.244237,170.846161,5.0,1,25016,0.317236,1564,1,1,1,1
299414,sbrannen/spring-events,Java,0.533333,1,0,0.20532,5.0,0.0,1,1022,0.374251,24,1,0,1,1
299425,spring-cloud-samples/sso,Java,1.0,1,0,0.005115,6.5,1.25,0,398,0.373333,29,0,0,1,1
299519,spring-cloud-samples/authserver,Java,0.5,1,0,0.008475,4.0,0.25,0,414,0.441718,30,0,0,1,1
299648,serenity-bdd/serenity-core,Java,0.908629,2,1,0.142667,66.25,10.75,1,175809,0.466614,102,1,1,1,1
299800,Crazepony/crazepony-android-client-none,Java,0.142857,1,0,0.229587,0.666667,0.0,1,1756,1.0,13,0,0,1,1
301114,greenrobot/greenrobot-common,Java,1.0,1,1,0.295274,5.882353,0.235294,1,5148,0.268008,629,1,1,1,1
301222,unclebob/CC_SMC,Java,0.93617,1,0,0.003836,20.0,0.0,0,5709,0.46699,18,0,0,1,0
301349,aceleradora6-tw/RegistroLivre,Java,0.95,4,0,0.026746,244.333328,3.0,1,13155,0.255534,12,1,1,1,1
302164,wildflyext/wildfly-camel,Java,0.908163,1,0,0.250623,9.5,4.111111,1,10278,0.405123,37,1,1,1,1
303249,google/thread-weaver,Java,0.970149,3,0,0.3901,0.229508,0.065574,1,9118,0.372949,87,1,0,1,1
305949,midonet/midonet,Java,0.979372,12,0,0.237163,134.619049,0.047619,1,203281,0.275446,119,1,1,1,1
307764,wix/petri,Java,0.983425,3,1,0.09746,5.058824,0.058824,1,10235,0.432974,124,1,1,1,1
310459,google/guava,Java,0.970081,6,1,0.259838,42.594204,2.811594,1,271747,0.443037,7547,1,1,1,1
311754,ColdSauce/Captor,Java,0.93617,3,0,0.068207,9.2,1.2,1,6908,0.251166,19,1,1,1,1
311867,raycoarana/roborouter,Java,0.875,1,1,0.167651,0.0,0.0,1,1456,0.436341,30,0,0,1,1
312769,holodeck-b2b/Holodeck-B2B,Java,0.983051,3,0,0.446406,2.333333,0.666667,1,15747,0.258723,11,1,1,1,1
313165,hankcs/aho-corasick,Java,1.0,1,0,0.254879,3.333333,0.0,1,1397,0.370748,17,1,0,1,1
313882,arangodb/arangodb-java-driver,Java,0.966184,3,0,0.323339,32.0,1.666667,1,20439,0.380723,20,1,1,1,1
319041,HotelsDotCom/plunger,Java,1.0,1,0,0.194171,15.666667,1.333333,1,4055,0.495249,23,1,1,1,1
322977,PayPal/PayPal-Java-SDK,Java,0.986395,4,1,0.319865,10.708333,2.541667,1,28760,0.304418,164,1,1,1,1
323093,Xyene/ASM-Late-Bind-Agent,Java,1.0,1,0,0.213018,0.0,0.0,0,416,0.416382,12,0,0,1,0
324936,arquillian/arquillian-cube,Java,1.0,2,0,0.030804,37.799999,25.200001,1,7268,0.313428,33,1,1,1,1
325276,awslabs/aws-dynamodb-encryption-java,Java,0.93617,1,1,0.2276,17.5,1.0,1,5152,0.476451,36,1,1,1,1
326575,yandex-qatools/hamcrest-pojo-matcher-generator,Java,0.807692,1,1,0.154362,6.25,0.25,1,1084,0.447122,11,1,1,1,1
327436,lindzh/rpc,Java,0.97619,1,0,0.017503,20.666668,0.0,0,4274,0.253201,43,0,0,1,0
331084,Jimmy-Shi/bean-query,Java,1.0,1,0,0.097696,24.5,2.5,1,3476,0.531509,29,1,1,1,1
334143,vert-x3/service-proxy,Java,0.8,2,0,0.124364,20.0,2.0,1,1337,0.460289,22,1,1,1,1
336177,google/rich-test-results,Java,1.0,6,0,0.211921,9.142857,1.142857,1,1332,0.560345,36,1,1,1,1
336340,spring-guides/tut-bookmarks,Java,0.909091,2,0,0.035971,5.6,1.4,1,938,0.327676,70,1,1,1,1
336443,spring-guides/deprecate-tut-data,Java,0.939655,3,0,0.025489,28.6,1.4,0,5539,0.25941,15,1,1,1,1
336452,spring-guides/deprecate-tut-rest,Java,0.935028,2,0,0.044619,123.5,1.0,1,5640,0.387009,77,1,1,1,1
337258,farmapromlab/AndroidTestingPlease,Java,0.5,2,1,0.091371,0.0,0.0,1,469,0.268041,14,1,0,1,1
338737,Conductor/kangaroo,Java,1.0,1,0,0.343116,4.5,0.1,1,2816,0.372294,38,1,1,1,1
339719,spring-guides/draft-tut-bookmarks,Java,1.0,2,0,0.016429,5.2,0.0,1,898,0.298898,70,1,0,1,1
339742,denschu/elk-example,Java,0.5,1,0,0.073482,0.0,0.0,1,360,0.434109,19,0,0,1,0
339856,schema-repo/schema-repo,Java,1.0,2,0,0.336067,27.333332,14.0,1,5466,0.252534,85,1,1,1,1
341227,vert-x3/proxy-gen,Java,0.8,1,0,0.112727,0.0,0.0,1,819,0.534591,22,0,0,1,0
344071,jooby-project/jooby,Java,0.975186,1,1,0.243724,28.333332,6.444444,1,41162,0.641514,164,1,1,1,1
344332,ESAPI/esapi-java-legacy,Java,0.981685,6,0,0.416704,12.843373,4.518072,1,29625,0.339801,65,1,1,1,1
346529,rhuss/shootout-docker-maven,Java,0.5,1,0,0.281005,2.75,0.0,0,532,0.402597,30,0,0,1,0
348501,googlesamples/android-DocumentCentricApps,Java,0.8,1,0,0.377647,1.4,0.0,1,676,0.517647,31,0,0,1,1
349953,yandex-qatools/annotation-processors,Java,0.807692,1,1,0.155274,0.0,0.0,1,1077,0.447122,11,0,0,1,1
351699,datumbox/datumbox-framework,Java,0.980469,1,0,0.334894,0.0,0.0,1,23343,0.301373,639,0,0,1,0
351915,jasongoodwin/better-java-monads,Java,0.666667,1,0,0.185133,5.0,0.75,1,618,0.371429,40,1,1,1,1
352307,unruly/junit-rules,Java,1.0,2,1,0.0,4.0,0.0,1,365,0.47482,11,1,0,1,1
352790,bodar/utterlyidle,Java,1.0,17,0,0.005264,15.037736,0.207547,0,19110,0.305147,11,1,1,1,1
353154,bodar/totallylazy,Java,0.990079,2,0,0.015047,19.333332,0.259259,1,29020,0.273582,137,1,1,1,1
355570,danielnorberg/auto-matter,Java,0.84127,1,1,0.012182,34.400002,3.2,1,4719,0.252157,20,1,1,1,1
355699,hpttlook/flume_monitor_source,Java,0.9375,1,0,0.149248,2.5,0.0,1,2176,0.349804,11,1,0,1,1
358657,uaihebert/uaicriteria,Java,0.981043,2,1,0.155176,0.0,0.0,1,28299,0.732383,15,1,0,1,1
360177,willowtreeapps/trafficcop,Java,0.923077,1,0,0.219151,0.0,0.0,1,940,0.305699,17,0,0,1,1
360215,Yubico/java-u2flib-server,Java,0.985507,2,1,0.132839,31.833332,2.0,1,3699,0.25041,46,1,1,1,1
360775,KeithYokoma/Fit,Java,0.9375,1,1,0.096206,4.8,0.2,1,993,0.269841,44,1,1,1,1
363615,HubSpot/jinjava,Java,1.0,1,1,0.094449,23.200001,0.6,1,12799,0.287926,113,1,1,1,1
364281,dswarm/dswarm,Java,0.988506,2,0,0.059185,75.368423,3.736842,1,243641,0.408985,21,1,1,1,1
366190,pires/hibernate-postgres-jsonb,Java,0.75,2,0,0.249205,0.0,0.0,1,825,0.266667,37,1,0,1,1
366306,bmob/bmob-android-demo-thirdpartylogin,Java,0.888889,1,0,0.141713,0.0,0.0,0,1396,0.345083,43,0,0,1,0
366833,awslabs/aws-dynamodb-mars-json-demo,Java,0.868421,2,0,0.028683,0.0,0.0,1,67477,0.421308,32,1,0,1,0
372309,Stratio/flume-ingestion,Java,0.972727,3,1,0.20216,41.111111,3.888889,1,12215,0.385159,109,1,1,1,1
374593,Stratio/deep-spark,Java,0.97541,4,0,0.344083,67.07692,0.615385,1,20675,0.323616,163,1,1,1,1
375337,lemmingapex/Trilateration,Java,1.0,1,0,0.104987,1.8,0.0,1,346,0.671554,37,0,0,1,0
376143,graphaware/neo4j-reco,Java,0.984127,1,1,0.453358,16.4,0.6,1,3295,0.287273,103,1,1,1,1
380295,Stratio/crossdata,Java,0.920398,5,0,0.335772,218.153839,0.076923,1,40340,0.370549,109,1,1,1,1
381150,project-flink/flink-graph,Java,0.9375,3,0,0.21418,28.333332,12.166667,1,4851,0.485527,17,1,1,1,1
381169,cognitect-labs/transducers-java,Java,1.0,2,0,0.335771,0.0,0.0,1,1102,0.482252,88,1,0,1,0
381571,dimaki/refuel,Java,1.0,1,0,0.207352,11.2,0.0,1,1421,0.413082,15,1,0,1,1
381637,khoubyari/spring-boot-rest-example,Java,0.928571,2,0,0.109626,0.0,0.0,1,790,0.254302,47,1,0,1,0
381840,FlexTradeUKLtd/jfixture,Java,0.983278,2,1,0.004615,9.333333,3.0,1,8663,0.531036,17,1,1,1,1
382432,takari/takari-lifecycle,Java,0.698413,1,0,0.115348,28.9375,0.625,1,12137,0.299469,27,1,1,1,1
383369,squeek502/ASMHelper,Java,1.0,1,0,0.25587,9.25,1.25,1,1015,0.335147,15,1,1,1,1
386692,Accla/d4m_api_java,Java,0.960526,2,1,0.212413,16.6,0.2,1,8187,0.32366,11,1,1,1,1
391517,wilkinsona/spring-boot-resteasy,Java,0.333333,1,0,0.193798,2.5,0.5,1,356,0.503185,12,1,1,1,1
393292,cs27x/mobilecloud-template,Java,0.952381,4,0,0.253559,0.0,0.0,0,1593,0.348226,16,0,0,1,0
395442,andsel/moquette,Java,1.0,2,1,0.295054,13.973684,0.710526,1,9866,0.412129,278,1,1,1,1
395841,dpaukov/combinatoricslib,Java,0.960784,1,0,0.339964,2.298246,0.157895,1,5843,0.547948,22,1,1,1,1
398604,skate056/spring-security-oauth2-google,Java,0.705882,1,0,0.136752,0.0,0.0,0,1210,0.321027,45,0,0,1,0
401288,codecov/example-java,Java,1.0,1,1,0.109756,3.25,0.0,1,115,0.6,12,0,0,1,1
402535,making/spring-boot-blank,Java,0.4,1,1,0.007812,15.0,0.0,1,348,0.394231,21,1,0,1,1
402743,cloud-software-foundation/c5-replicator,Java,0.971014,3,1,0.250059,25.875,0.333333,1,12860,0.387319,20,1,1,1,1
404997,OpenHFT/Chronicle-Engine,Java,1.0,3,0,0.265127,26.0,0.0,1,3746,0.797268,105,1,1,1,1
407326,buptdavid/datastructure,Java,0.875,1,0,0.267419,5.333333,0.0,0,2288,0.270667,24,0,0,1,0
407376,Viscent/JavaConcurrencyPattern,Java,0.846154,1,0,0.10559,4.4,0.2,1,1162,0.262153,28,1,1,1,1
408745,caskdata/netty-http,Java,0.977273,4,1,0.332888,12.428571,1.571429,1,4155,0.356867,13,1,1,1,1
409145,Manikandan-K/jdbi-folder,Java,0.98,1,1,0.0,30.5,0.0,0,2840,0.5,18,0,0,1,1
411663,googlesamples/android-ActionBarCompat-Basic,Java,0.666667,1,0,0.447178,1.333333,0.0,1,536,0.34,22,0,0,1,1
412546,Robbert1/boot-stateless-csrf,Java,0.666667,1,0,0.010101,0.0,0.0,0,232,0.305195,17,0,0,1,0
412600,googlesamples/android-ActionBarCompat-Styled,Java,0.666667,1,0,0.468017,1.166667,0.0,1,643,0.346939,14,0,0,1,1
412617,WASdev/standards.jsr352.jbatch,Java,0.950207,2,0,0.321164,7.0,1.44,1,34230,0.509756,13,1,1,1,1
413260,jexler/grengine,Java,0.904762,1,0,0.325204,0.0,0.0,1,10890,0.664313,14,0,0,1,0
419157,roboconf/roboconf-platform,Java,0.983957,2,1,0.338075,36.714287,13.285714,1,36084,0.504903,19,1,1,1,1
423537,googlesamples/android-CardView,Java,0.75,1,0,0.36506,1.6,0.4,1,655,0.357724,93,0,0,1,1
423546,googlesamples/android-LNotifications,Java,0.888889,1,0,0.306818,1.4,0.0,1,1306,0.303226,29,0,0,1,1
429747,maxant/rules,Java,1.0,2,0,0.20354,20.0,0.0,1,4344,0.620837,20,1,1,1,1
430091,zarinfam/play-akka-cluster-pub-sub,Java,0.833333,1,0,0.121662,0.0,0.0,0,604,0.340426,13,0,0,1,0
430229,btrplace/scheduler,Java,0.951562,2,1,0.371222,41.07143,0.892857,1,41022,0.406055,25,1,1,1,1
430306,Comcast/cats,Java,0.969159,2,0,0.305141,2.857143,0.142857,1,114336,0.319234,14,1,1,1,1
430348,googlesamples/android-BasicNotifications,Java,0.666667,1,0,0.411061,1.166667,0.0,1,564,0.34,19,0,0,1,1
431780,QubitProducts/hive-jdbc-storage-handler,Java,0.958333,1,0,0.199725,4.0,0.0,1,1808,0.274849,16,1,0,1,1
432025,percolate/caffeine,Java,0.761905,2,0,0.19459,18.0,4.5,1,5855,0.513699,375,1,1,1,1
433152,octo-online/reactive-audit,Java,0.99115,1,0,0.274801,22.5,1.25,1,16348,0.562658,41,1,1,1,1
433691,google/java-thread-sanitizer,Java,1.0,2,0,0.143696,2.672727,0.0,1,4093,0.517322,16,1,0,1,1
439372,NirmataOSS/workflow,Java,0.980769,1,0,0.202527,26.0,1.0,1,4635,0.29572,25,1,1,1,1
441711,feroult/yawp,Java,0.957265,1,1,0.015473,63.0,0.0,1,8631,0.315349,34,1,0,1,1
445689,er-mo/Android-Battery-Widget,Java,0.916667,1,0,0.167497,2.724138,0.0,1,2177,0.348235,89,1,0,1,1
446541,spring-cloud/spring-cloud-cluster,Java,1.0,2,0,0.381443,8.8,2.4,1,2220,0.380347,30,1,1,1,1
447526,faradaj/PatternedEditText,Java,0.75,1,1,0.045177,0.0,0.0,0,980,0.350701,89,0,0,1,0
448391,I-am-Reinvented/GoogleSearchMaterialDesignConcept,Java,0.714286,2,0,0.199627,0.0,0.0,1,861,0.29385,24,1,0,1,1
448653,ReactiveX/RxJavaMath,Java,0.909091,4,1,0.242116,2.5,0.3,1,1567,0.661538,26,1,1,1,1
449650,priyankshah217/AppiumTestAutomation,Java,0.76,1,0,0.069498,27.0,0.0,0,1005,0.27261,16,0,0,1,0
452854,OhmData/c5-replicator,Java,0.971014,3,1,0.245427,29.842106,0.157895,1,13192,0.387265,20,1,1,1,1
452863,tmorcinek/android-codegenerator-library,Java,0.78481,1,0,0.111335,0.0,0.0,1,2657,0.404396,11,0,0,1,1
453118,spring-cloud-samples/eureka,Java,0.666667,2,1,0.036036,7.75,1.25,0,223,0.717391,45,1,1,1,1
453845,square/burst,Java,0.88,3,1,0.138175,20.0,5.833333,1,1487,0.276515,328,1,1,1,1
454230,spring-cloud/spring-cloud-config,Java,0.836066,1,1,0.252234,45.888889,12.111111,1,4779,0.397998,151,1,1,1,1
454694,pivotalsoftware/pivotal-samples,Java,0.611111,3,0,0.064189,10.75,0.125,0,2770,0.297917,26,1,1,1,1
455843,springer-opensource/omelet,Java,0.793103,2,1,0.302257,26.833332,3.333333,1,5736,0.360617,21,1,1,1,1
456486,matiwinnetou/spring-soy-view,Java,0.989583,2,0,0.177592,14.684211,0.052632,1,5159,0.36031,13,1,1,1,1
456700,caskdata/cdap,Java,0.930089,18,0,0.232247,490.69696,42.909092,1,762846,0.261211,102,1,1,1,1
456897,caskdata/coopr,Java,0.90836,7,1,0.250259,275.583344,31.166668,1,62745,0.342514,56,1,1,1,1
457601,zk1931/jzab,Java,0.977273,2,1,0.303081,59.0,12.0,1,9952,0.377726,37,1,1,1,1
457969,dschulten/hydra-java,Java,0.94,1,1,0.221004,27.5,2.5,1,7201,0.260665,49,1,1,1,1
458011,ReactiveX/RxJavaComputationExpressions,Java,0.714286,3,1,0.264648,2.333333,0.166667,1,830,0.634103,25,1,1,1,1
458012,ReactiveX/RxSwing,Java,0.9,5,1,0.217866,2.681818,0.681818,1,1653,0.520924,25,1,1,1,1
458015,ReactiveX/RxJavaJoins,Java,0.95122,3,1,0.253413,2.454545,0.545455,1,3472,0.373633,17,1,1,1,1
458084,service-enabled/dropwizard-request-tracker,Java,1.0,3,1,0.022838,9.0,4.333333,1,650,0.472678,17,1,1,1,1
458204,OpenHFT/Chronicle-Queue,Java,0.967742,4,0,0.20676,61.666668,3.0,1,19736,0.423098,582,1,1,1,1
458664,spring-projects/spring-sync,Java,0.881579,2,0,0.26325,12.5,2.5,1,5949,0.669917,88,1,1,1,1
458834,stickfigure/objectify-insight,Java,0.934783,1,1,0.125866,9.666667,0.666667,0,2614,0.405368,15,0,1,1,1
460682,vaadin/valo-demo,Java,1.0,2,0,0.083465,2.0,0.0,1,8745,1.0,46,1,0,1,1
460772,elibom/jogger,Java,0.975309,1,0,0.290584,5.151515,0.121212,1,4829,0.308291,39,1,1,1,1
461185,OneDrive/onedrive-picker-android,Java,0.652174,1,0,0.38894,1.833333,0.833333,1,2260,0.391056,60,0,1,1,1
461256,spring-cloud-samples/configserver,Java,0.666667,1,1,0.013393,7.125,0.875,0,259,0.758065,41,0,0,1,1
461345,AzureAD/azure-activedirectory-library-for-java,Java,0.95,1,0,0.265377,3.1,1.3,1,5897,0.262869,22,1,1,1,1
461574,spring-cloud/spring-cloud-connectors,Java,0.995413,2,0,0.196964,13.333333,1.333333,1,8706,0.446494,73,1,1,1,1
462384,spotify/crtauth-java,Java,0.883721,2,1,0.336333,26.0,14.5,1,2161,0.418216,13,1,1,1,1
462972,libgdx/gdx-ai,Java,0.991935,1,0,0.320297,31.666668,5.833333,1,17226,0.584313,275,1,1,1,1
463305,zafarkhaja/jsemver,Java,0.9375,1,1,0.47915,3.793103,0.275862,1,3545,0.548559,111,1,1,1,1
463553,ReactiveX/RxJavaString,Java,0.6,5,1,0.255422,3.5,0.928571,1,1004,0.449118,59,1,1,1,1
464951,andrewgaul/modernizer-maven-plugin,Java,0.857143,1,1,0.06481,14.833333,4.166667,1,1807,0.482517,108,1,1,1,1
464969,krschultz/AndroidWeatherBuoyDemo,Java,0.866667,1,1,0.087348,11.0,0.6,1,2443,0.306008,48,1,1,1,1
465809,davidmoten/rtree,Java,1.0,1,1,0.151998,115.666664,3.666667,1,4705,0.466422,297,1,1,1,1
466079,mulesoft-labs/quartz-mongodb,Java,0.75,3,0,0.072743,1.611111,0.055556,1,1075,0.318413,32,1,0,1,1
466366,pushtorefresh/bamboo-storage,Java,0.923077,1,1,0.083267,32.333332,17.5,1,3614,0.358636,1579,1,1,1,1
466527,ReactiveX/RxJavaReactiveStreams,Java,0.866667,2,1,0.248366,17.25,4.0,1,1051,0.475995,93,1,1,1,1
467300,colinmarc/zerowing,Java,1.0,1,0,0.005904,8.0,0.0,1,1406,0.285246,22,1,0,1,1
467633,ronshapiro/rxjava-priority-scheduler,Java,0.75,1,1,0.126106,3.5,1.0,0,438,0.436275,24,0,0,1,1
468204,badoo/android-weak-handler,Java,0.666667,1,0,0.359189,0.0,0.0,1,651,0.363112,671,0,0,1,1
468341,googlemaps/google-maps-services-java,Java,0.945055,3,1,0.456626,28.285713,10.142857,1,3807,0.372661,287,1,1,1,1
468363,jurmous/etcd4j,Java,1.0,1,0,0.316116,19.0,5.833333,1,1994,0.280363,72,1,1,1,1
471542,PayPal/SeLion,Java,0.898585,9,1,0.267833,18.25,10.75,1,41998,0.412216,56,1,1,1,1
472599,thoqbk/traprange,Java,0.954545,1,0,0.263475,0.0,0.0,1,1956,0.265097,20,0,0,1,1
473430,astefanutti/camel-cdi,Java,0.947368,2,1,0.281427,38.57143,1.142857,1,7131,0.482601,21,1,1,1,1
473702,codelibs/elasticsearch-dynarank,Java,1.0,1,0,0.010101,11.0,1.666667,1,1937,0.44306,13,1,1,1,1
474596,stephanenicolas/injectextra,Java,0.333333,1,1,0.076923,0.0,0.0,1,1591,0.525203,22,0,0,1,1
475051,nicklondhe/newsindexer,Java,0.891892,1,0,0.32563,27.0,13.0,0,1287,0.811526,11,0,1,1,1
477308,mcupak/beacon-of-beacons,Java,0.937063,1,0,0.203252,22.428572,10.285714,1,20272,0.423002,14,1,1,1,1
477347,bjornharrtell/jdbc-http-server,Java,1.0,1,1,0.002494,22.5,2.5,0,1249,0.300626,33,0,1,1,1
477532,pusher/pusher-rest-java,Java,0.928571,1,0,0.195775,0.0,0.0,1,1293,0.379498,15,0,0,1,1
480428,jcabi/jcabi-ssh,Java,0.8,2,1,0.44582,6.142857,2.428571,1,929,0.299838,77,1,1,1,1
480637,numenta/htm.java,Java,1.0,3,1,0.370013,76.85714,29.142857,1,18024,0.380353,134,1,1,1,1
482382,google/error-prone,Java,0.905941,6,1,0.294809,31.5,8.52381,1,40213,0.301651,834,1,1,1,1
482963,stephanenicolas/injectview,Java,0.71875,1,1,0.116628,94.0,1.0,1,2952,0.617197,14,1,1,1,1
483931,ssexxe/XXEBugFind,Java,0.94,2,0,0.235596,0.0,0.0,0,6703,0.294558,18,0,0,1,0
484420,tokuhirom/avans,Java,0.95614,1,1,0.049947,75.0,4.571429,0,16770,0.452272,43,0,1,1,1
486411,relayr/android-sdk,Java,0.930556,2,0,0.071469,32.375,0.125,1,8430,0.306863,16,1,1,1,1
487468,CalebFenton/simplify,Java,0.940397,1,1,0.035764,27.642857,2.428571,1,14798,0.371816,345,1,1,1,1
488830,tabulapdf/tabula-java,Java,0.972973,1,1,0.054412,6.3,1.1,1,6114,0.424874,47,1,1,1,1
489223,ClickTravel/Cheddar,Java,0.991228,4,0,0.314566,32.57143,9.857143,1,24777,0.410186,36,1,1,1,1
489347,ZsoltSafrany/needle,Java,1.0,1,0,0.16899,0.0,0.0,1,524,0.352201,15,0,0,1,0
489582,poetix/protonpack,Java,1.0,2,1,0.245224,11.333333,2.5,1,1777,0.288741,166,1,1,1,1
489583,ReactiveX/RxJavaSwing,Java,1.0,2,0,0.267938,1.6,0.133333,1,832,0.399504,25,1,0,1,1
489757,ReactiveX/RxJavaFX,Java,0.75,4,1,0.202329,3.142857,1.0,1,626,0.453521,40,1,1,1,1
489762,ReactiveX/RxAndroid,Java,0.957746,10,1,0.209464,11.028571,4.285714,1,4882,0.470009,5259,1,1,1,1
489822,ReactiveX/RxJava,Java,0.987805,7,1,0.286461,105.583336,20.0,1,56771,0.608368,11241,1,1,1,1
489997,caelum/vraptor-panettone,Java,0.985294,2,1,0.015799,25.285713,8.428571,0,3364,0.420158,16,1,1,1,1
490225,nitram509/jmacaroons,Java,1.0,1,1,0.263791,27.4,0.8,1,3132,0.263757,27,1,1,1,1
490359,numenta/copic-j,Java,1.0,1,1,0.224817,0.0,0.0,1,19832,0.27564,134,0,0,1,1
490724,ontometrics/slack-youtrack,Java,0.924528,3,0,0.09528,82.0,1.5,0,7308,0.423242,31,1,1,1,1
491472,yfpeng/pengyifan-leetcode,Java,0.51773,3,0,0.190813,98.0,0.0,0,4696,0.296798,12,1,0,1,0
495554,lightblue-platform/lightblue-core,Java,0.985626,3,1,0.243012,68.888885,32.333332,1,42731,0.408631,21,1,1,1,1
497469,airbnb/kafka-statsd-metrics2,Java,0.857143,1,1,0.212233,0.0,0.0,1,1205,0.435132,53,0,0,1,1
498592,pwittchen/NetworkEvents,Java,0.923077,1,1,0.277812,25.571428,6.428571,1,1496,0.267525,346,1,1,1,1
498952,square/pagerduty-incidents,Java,0.947368,1,1,0.318624,7.5,1.25,1,1000,0.462445,40,1,1,1,1
499712,gonmarques/cdi-properties,Java,0.926829,2,1,0.441562,4.142857,0.0,1,2502,0.384252,11,1,0,1,1
501603,BurstProject/burstcoin,Java,0.991892,1,0,0.087977,27.666668,2.166667,1,146597,0.372028,21,1,1,1,1
504765,indexiatech/antiquity,Java,0.98,1,1,0.440436,10.473684,0.052632,1,4395,0.286575,26,1,1,1,1
505217,rapidftr/RapidFTR-Android,Java,0.994898,13,1,0.004889,18.982759,0.517241,1,29326,0.446079,41,1,1,1,1
505761,bozaro/git-as-svn,Java,0.982558,1,1,0.207248,55.42857,9.142857,1,13781,0.258591,58,1,1,1,1
506134,sanity/quickml,Java,0.964912,3,1,0.077219,24.547619,1.666667,1,8880,0.253663,174,1,1,1,1
506812,xionghuiCoder/clearpool,Java,0.980769,2,0,0.158294,2.04,0.0,1,8788,0.257749,13,1,0,1,1
507446,fooble/ParallaxBackground-libgdx,Java,0.75,1,0,0.297436,0.0,0.0,1,696,0.30618,17,0,0,1,1
509603,krenfro/fannj,Java,0.818182,1,0,0.370594,0.52381,0.047619,1,653,0.254348,14,0,0,1,1
511486,papertrail/logback-syslog4j,Java,1.0,1,1,0.05,2.142857,0.428571,1,405,0.576159,15,1,0,1,1
511971,svanimpe/reminders,Java,0.926829,1,0,0.064274,2.2,0.0,1,5496,0.391336,11,1,0,1,1
512152,Kurento/kurento-java,Java,0.986726,4,0,0.197933,64.818184,0.090909,1,39239,0.306357,31,1,1,1,1
512794,m-reza-rahman/jms2-lab,Java,1.0,1,0,0.244083,0.0,0.0,1,536,0.712025,11,0,0,1,0
513049,tim-group/test-driven-detectors4findbugs,Java,1.0,1,1,0.22188,1.666667,0.044444,1,1081,0.447778,16,0,0,1,1
513346,jmrozanec/cron-utils,Java,0.94,1,1,0.255979,24.666668,1.5,1,5689,0.479265,58,1,1,1,1
514518,groupon/retromock,Java,1.0,2,0,0.102099,21.0,0.0,0,991,0.341216,15,1,0,1,0
514529,xerial/sqlite-jdbc,Java,0.970588,3,1,0.283384,7.078652,0.303371,1,17048,0.347343,252,1,1,1,1
514600,ehcache/ehcache3,Java,0.9375,6,0,0.299174,78.384613,26.692308,1,48089,0.376875,285,1,1,1,1
514749,zhangkaitao/spring4-1-showcase,Java,0.162162,1,0,0.188802,0.0,0.0,1,3245,0.471561,47,0,0,1,1
515139,Stratio/stratio-connector-mongodb,Java,0.977011,1,0,0.353355,29.0,0.0,1,6158,0.56873,67,1,0,1,1
516278,ChiralBehaviors/Nexus,Java,1.0,2,0,0.237712,2.36,0.0,1,872,0.336077,11,1,0,1,1
517368,graphaware/neo4j-uuid,Java,0.714286,1,1,0.140568,8.142857,0.285714,1,1960,0.88503,18,1,1,1,1
518421,spring-projects/spring-test-htmlunit,Java,0.944444,1,0,0.171132,3.652174,0.73913,1,11204,0.478636,55,1,1,1,1
518799,HubSpot/Rosetta,Java,0.861111,2,1,0.034223,7.714286,1.0,1,1622,0.443134,38,1,1,1,1
519002,mobile-event-processing/Asper,Java,0.991288,1,0,0.212041,1.5,0.071429,1,404960,0.300694,18,0,0,1,1
519415,graphaware/neo4j-noderank,Java,0.954545,1,1,0.22518,7.571429,0.0,1,1549,0.410326,13,1,0,1,1
521200,jfaster/mango,Java,0.910494,2,0,0.332167,23.133333,0.0,1,16037,0.321415,32,1,0,1,1
521202,malmstein/testingarchitecture,Java,0.5,2,0,0.07398,10.0,2.0,0,518,0.5,69,1,0,1,1
