idx,repository,head hash,head test result,tree fingerprint,explanation
10285,mybatis/spring,d081a644e12eb036652e010037fd1bf84e398d7c,Tests_passed,6110051e95314955a99c1c5ddca13a2492fa97f2ec77c1d0d7bc7b07c345e63f,
10343,nanohttpd/nanohttpd,efb2ebf85a2b06f7c508aba9eaad5377e3a01e81,Tests_passed,23512010e0bbef318d2fba7d53130ac20fbe4c206f5ff1d4c7ff228454c5ee9a,
10446,nepxion/discovery,0653cc911fbc5b3a1fa23864411023a81a043019,Tests_passed,354add77fdda7e9fe7b6826f9fa73c3d820878c069a0865b045d4d8cda6777b0,
10513,newbee-ltd/newbee-mall,613a662adf1da7623ec34459bc83e3c1b12d8ce7,Tests_passed,5f7010ee0ba50ebd40bb6434ac9fd12838f30f1aecda036e3caaf1072ad33193,
10626,ninjudd/drip,a4bd00df0199e78243847f06cc04ecaea31f8f08,Tests_passed,79c9065affa899aa8715cbafd9de6effea75022193d904f80f01e0d8063d2281,
11012,oldmanpushcart/greys-anatomy,383d17d4dbc2f0cfcf73ce5b1477204b86f1992a,Tests_passed,fb8b1268e5b2ba57c21ff0e2bee5bf74419eaa7853021a07ebb75089ff4368e1,
11042,omcljs/om,3a1fbe9c0e282646fc58550139b491ff9869f96d,Tests_passed,a77379e92da182149a63466cdc11ff6c73436b57d5fc0a25698a27e3160f9905,
11115,openapitools/openapi-generator,809b3331a95b3c3b7bcf025d16ae09dc0682cd69,Tests_passed,4e3f17b2d9a92b46dc04e6773ffa4959e14a22ee850fd9fb6234d55c9b824faa,
11149,openhft/chronicle-map,54f5f046fe989ac8ea511496bd3c2bd68b4b272a,Tests_passed,f69be3ae49df43828e24776e45bdbb413cb44d15732112356fd19c3304820a8b,
11150,openhft/chronicle-queue,6692fdf19e5ee4179f9b9eecaf57919988e3500b,Tests_passed,0a15f0b72a0389f60803767f4ac98f26bf141718d3b20d48c3a2191ea25126c6,
11166,openrefine/openrefine,ec9c7a4fe82aed40841f925f4543cfb1ef6ee108,Tests_passed,2ea4e926c682bd43891da61205f661fd008c7509cd64c54ebefa4af5aec1005d,
11202,openzipkin/zipkin,b9ad418b9d3501c2b3061c54b4bdeb41499cbbda,Tests_passed,c36c2cd91d23cbecd437cc1f3939144c295638a60d2e9ca3eb532399a37e38c4,
11337,pac4j/pac4j,0e252e8483b93c60e4202a25bb159912c4509753,Tests_passed,844ef2a401ef67f7d27d83cac514c0e10aae13f6611c544759635e611b011239,
11349,pagehelper/mybatis-pagehelper,526a238a9d125645c4397f7b3ca7233b9930dbe7,Tests_passed,7e949ef64da3f55165c1ee79adec852ef36862d9acfdd19d81228c74d23c80b6,
11507,pedrovgs/algorithms,b04396ba1a8bf094494f9ba514ecbe806fdb9776,Tests_passed,3c7ee13d6f66c42510e5edb8cff2102d8c61ed625f7cc871397eaa2b1e529895,
11531,perwendel/spark,1973e402f5d4c1442ad34a1d38ed0758079f7773,Tests_passed,03dc14618ea152b519fb37bc05f82db533ee40f627beefdb7b25e416f2a1e7b6,
11790,pmd/pmd,e4f2307b061ac440dd1cf1adc5f73a7b62fc99d2,Tests_passed,672080116196cc1b7fc40e2635582f796785f22cb1122c1137c06d2f564d8156,
12187,qihoo360/xlearning,0cafa45084ada26919d827fc59bb0efd27f9e67e,Tests_passed,108ef7b7d2e4b6a580d20e509e456dc4416224cb19e3e601f7a95173d5cb97ce,
12253,querydsl/querydsl,cd608f04ed7534b1b62a78a28beb141071d149b6,Tests_passed,5ec4b79ef9ca3347cba34277f721b4c05e359a0716686f930f42eb978086bdbd,
12262,quil/quil,7b1305528d8398df4d3fc13f5f6a89590fbd0082,Tests_passed,c239e5d94e0a5b2c30c3c5d1cc0399aa7e5e3fde65a110370742d4889a483a56,
12266,qunarcorp/qmq,5abc92f4eacb1e13e3f4880263381372b127bd22,Tests_passed,913a318a20578a4f22f9c7b5ed9a75ae8649d4438132fe8c154b6ef66a106d18,
12734,rest-assured/rest-assured,034ebfb0db4a6302e3bd429d26a2eb79e3190e9e,Tests_passed,b6abe195149edecf69dc9274e7fd9bcc604292fd601c023a4dc4a37925a94a71,
12904,robotiumtech/robotium,75e567c38f26a6a87dc8bef90b3886a20e28d291,Tests_passed,2c4eb4bb5fd5cf530fb9f89ecd11d58e6a4953e4d4e5d5e62cb77bb6e72ac439,
12953,roncoo/roncoo-pay,9428382af21cd5568319eae7429b7e1d0332ff40,Tests_passed,1b788b2acee5ceabfc8099b8080138706a9267a30dc12e6a7c6a8977d5ca5862,
13052,rubenlagus/telegrambots,f343d17ae4d3b793cb70ed51bd2cc2e05c2a6e4a,Tests_passed,76c091ad2cc0b6bc5cf8be141256c70298aa16e8bccdc63900ca92eef28aada1,
13098,runelite/runelite,65ad23bd34e2fc2fcda80347f4d60cefb5e70f8f,Tests_passed,f89fcde24c11b6e7a67a2c8ad247237329f4c09a0780915298d3560868062cc5,
13251,sap/openui5,6bffee7df9330780c58604523421413501bda5e0,Tests_passed,a467b31774825ecb70728d29309fed331be4e0506d7ca10a10e40a3b452372fc,
13364,scribejava/scribejava,b62f73aa5c3a0b103c92d85719e7e15f7d17cf83,Tests_passed,7d9a95bbd07075b6cbc07b07d3f784540f377aa75c23ed9be194172e4a72110c,
13397,seaswalker/spring-analysis,4379cce848af96997a9d7ef91d594aa129be8d71,Tests_passed,5809552d55f6fe6fb387ac145ff2fcf7543526658eb2f0abcc244d1ef9d2fff0,
13653,shopizer-ecommerce/shopizer,054a3bde1ea8894d13b0a8fb4e28f9db17262224,Tests_passed,752655a9c72e8cd62c1f287d8140f1ea354b68f6a24df890fd897c59d196ecfd,
13682,shzlw/poli,5b90d6adc6f839866cb77854ad33f3cd9e1e26e8,Tests_passed,46af3d0c0968c33a40e1c472cf6327ad24023a69b41377e6fc148b774d634d21,
14114,soabase/exhibitor,d345d2d45c75b0694b562b6c346f8594f3a5d166,Tests_passed,23054c38b035cabba27245f420c94f715a20581013760c7045ecb5112443d9c2,
14129,socketio/socket.io-client-java,ad3a930e346ad54acd8e895b01418f7b936776dd,Tests_passed,e62048974128400343cf5644101f37d360ef2716fef00d25c686fca8a061489e,
14144,sofastack/sofa-bolt,829be5568bb06e9c599f86b06f3b4dc1d282db97,Tests_passed,e15d90409e4bdd4367a1c92d027c26a7f0b8d79211fbd45efed68053c61198b3,
14146,sofastack/sofa-jarslink,673a825996d05c54ce8b91dca629e652d4ff37b6,Tests_passed,5f013bcd78b52f3e8eb5526acaa06385486aa930a91b8db499a691ccd5f0f58e,
14159,sohutv/cachecloud,18217954a1e5fd0fdd1db7126d500518b0140761,Tests_passed,c115dada9bddbdfea375069b313e14f9f6bde7da56737f931ad022011657ce91,
14285,spotify/apollo,a03105ee1f98f8c5878f4e3c4d03c8732c6384bd,Tests_passed,a36b1e5acfbd8a0f9c0ff1c9105e0a0a99a03c8bf93b8bbe2b37d642939b03f1,
14289,spotify/dockerfile-maven,986f960cb82085d2f666acd6c2682672d47f5bb0,Tests_passed,a567d3f8eb5c6043219c4e2421194eba0fd182e7f8797677cdb976b28fc53d57,
14308,spring-projects/spring-data-elasticsearch,72e8f41de5c079ff05474776c7fc342ad324ecfe,Tests_passed,aa427c1fedfac8ea8faf63a068369093c2bff289c6b5e8ae72e62c57bfde1ac7,
14351,square/javapoet,d682f2013751d25725349d79b449870d0e77354c,Tests_passed,2bda792b152a5ee044889a9b719472eb2bce40e2bc09dcaa045a552a76e40aef,
14553,stylefeng/guns,9597d2af9e972a8941c0efd8012537b2aec25ff3,Tests_passed,589223c01cefe16aa07c89c269e67ef4e751b71a4555d4c0af4d083bbe0d0439,
14663,swagger-api/swagger-codegen,1a10f49902e09d9214c201d61ebc626df2417462,Tests_passed,e194cf7451acbb7afc429d36e67247f9f51bfd757fa524719c3df9fa20feb1a8,
14795,szerhusenbc/jwt-spring-security-demo,dcf718c67c0d403f78ee390c23715c3f5e6f5f4c,Tests_passed,fde53e37c0eea56b14a94826ae94d9eab9f11549c6ba64c9789653a9a26036ab,
14907,tdebatty/java-string-similarity,93240df9aab3ecea98b869c9536aa7ebc555b281,Tests_passed,83b87b880a020e51233487c12deec2efa3af80e2b48758b81067717628a07197,
15108,thealgorithms/java,e26fd9da71130837d327d747f6bc87688322eee5,Tests_passed,7e1880ed83cc0c2689d7e576fcbfefee7405cb231673c0be8002d616adeff2ba,
15139,theonedev/onedev,c9d6519ef91f0afe33eca1587bfd34907da0d04e,Tests_passed,88bcb1c8a91c0f40687428eaa103bb13f3d68bba62178d397292d06f270a4e18,
15177,thinkgem/jeesite,857cc884991184ae3e4c283f9d8bcea272382415,Tests_passed,82fa69ecf0c3473e8359a3dc5cddc6e57319a8512dd0852b8badb495da451600,
