idx,repo-idx,merge-idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,repository
542,3712,18,refs/heads/release/4.2.x,638ae8dde6fbc9d228c45c9eb7a8a5830f2cb33c,05ca4c98dd8757e298a06b46f6985585aa036b4f,f4a2c58623b0efe6ab694d4ff598eb0c60b650fb,,True,147.0,0.0,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,True,0.0,Tests_passed,9386a771ed79cd4138eacc8587c5d5f2835d70e88c4b5f2ab81099e4ca4b1524,True,True,Merge_failed,,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Merge_failed,,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,dropwizard/metrics
543,3712,19,refs/heads/release/4.2.x,05ca4c98dd8757e298a06b46f6985585aa036b4f,202276fc37c35a33f37220b7f5850fa892d567d8,e4f36bbd0bac6b41c1c7ec2fe4a9969a333a2ff6,,True,147.0,0.0,Tests_passed,7f9d9a21b2069ab851de381f9305fdef57e5e4b980e0894e5486a9dc139fa683,True,0.0,Tests_passed,778299e52b25d51988483b6bb541403b255e997cf600e22cb6466f6d32c95e8b,True,True,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Tests_passed,27a0675f59fa436bd0d5c851a64463ecaf51d4b33d0b262bac84091fd3bc3b5a,Merge_failed,,dropwizard/metrics
544,3712,21,refs/heads/release/4.2.x,2846009e2d9e0d21a3a8bbb0f1867c3f0c5ad51e,8f511a7850384b70f298e576d54fd43a81b2f141,67e3f034bc8e82f3ea48bc18b8e070faf0bef220,,True,151.0,0.0,Tests_passed,bf0eb1bf581185843beb3b63bf89fe50463f681f8576d584441c0e17dfa6ba7a,True,0.0,Tests_passed,7c99bd7a516f9ed696b0fd8006d259f2f34e5898fae89b56353e631945ac8299,True,True,Merge_failed,,Tests_passed,bf0eb1bf581185843beb3b63bf89fe50463f681f8576d584441c0e17dfa6ba7a,Merge_failed,,Tests_passed,bf0eb1bf581185843beb3b63bf89fe50463f681f8576d584441c0e17dfa6ba7a,Tests_passed,bf0eb1bf581185843beb3b63bf89fe50463f681f8576d584441c0e17dfa6ba7a,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,dropwizard/metrics
545,3712,24,refs/heads/release/4.2.x,0e4dd07bc290a25c2e8aa71f3fdedd69a3e408cc,6fa9398cdb24e8147bb129283efaa3670601f36d,5232a81f4663a6b007a7a017d48ada01e99b0bf3,,True,147.0,0.0,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,True,0.0,Tests_passed,0dca9357744b7aee3179abed1a16a1ec1e65bdf8bffd4c75a6cf3605184ba1e9,True,True,Merge_failed,,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Merge_failed,,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,dropwizard/metrics
546,3712,25,refs/heads/release/4.2.x,6fa9398cdb24e8147bb129283efaa3670601f36d,1f9caec13467843bbe2ecd39c981610d584fd424,e330f82b259eb93d0f1a42a1a26394da2829b709,,True,148.0,0.0,Tests_passed,f70dc7a69efe483f41be165868373f36213234bfe5990ae35fdb445b890d9452,True,0.0,Tests_passed,e09612488188cf413a81ada8bf204d502412d3b581fc36cf05a285404075904c,True,True,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Tests_passed,33be431feec7fe6e4d031243d9a8f03f4639603208bb6299517305d85eb6dc0f,Merge_failed,,dropwizard/metrics
547,3712,27,refs/heads/release/4.2.x,85072bb34478c774380ff40056d6f6378a28b92b,e2ea3b4bcae9e824e3078296d6d8a786e7252651,a5fda4e70e2e598c0168491d6a0762cceb13a0cc,,True,148.0,0.0,Tests_passed,156630618f96b14a47000ea08846455d58126605e68f9938858239eb89b62a35,True,0.0,Tests_passed,db5800c42c0d9ac43f03d67b1533588e78645e7cab590ee23cc11d701328dd19,True,True,Merge_failed,,Tests_passed,156630618f96b14a47000ea08846455d58126605e68f9938858239eb89b62a35,Merge_failed,,Tests_passed,156630618f96b14a47000ea08846455d58126605e68f9938858239eb89b62a35,Tests_passed,156630618f96b14a47000ea08846455d58126605e68f9938858239eb89b62a35,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,dropwizard/metrics
548,3712,28,refs/heads/release/4.2.x,c6c36af8111be9aa342925fa9273a5cee8f29d0a,1ea498b01493a7a9643d6e69230355bd16165647,8e5b3198fa8628af95b807d4dd4371f461253d15,,True,146.0,0.0,Tests_passed,2c0c661e7d4282df47bbbf591dfc145e860a8343607e4d3d47dcea25c9ee90ec,True,0.0,Tests_passed,d2101cacde1ef9d57e0713c46a3211724b204b45f19f7e90e5fcae1636e86728,True,True,Merge_failed,,Tests_passed,2c0c661e7d4282df47bbbf591dfc145e860a8343607e4d3d47dcea25c9ee90ec,Merge_failed,,Tests_passed,2c0c661e7d4282df47bbbf591dfc145e860a8343607e4d3d47dcea25c9ee90ec,Tests_passed,2c0c661e7d4282df47bbbf591dfc145e860a8343607e4d3d47dcea25c9ee90ec,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,dropwizard/metrics
549,3712,30,refs/heads/release/4.2.x,ecaeb95e24646e3875a3da374129ebefd88d8ff2,469e16d5c268419883d1de41069d945e8f6b414d,52ca6027105b9cda09836f35bba7d240b9be31cd,,True,145.0,0.0,Tests_passed,a1509606ea426b139eec9019ad6c2cfc750011797f37dde8eb1a1bae1e8ad821,True,0.0,Tests_passed,75cd08a16037e5818cfb91771030c3a3ea2b33351e13c185351f11c12542c17f,True,True,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Tests_passed,40152a0a1b6e4a813499ca0796496ec9f326c69e9d2d61e421fcbfb8fcb61699,Merge_failed,,dropwizard/metrics
550,3712,33,refs/heads/release/4.2.x,bec538046f37f21fb8948de7b1ad94b079cc97ff,9b3d79d96e2479d44bfc482260d3cbd029c73da3,097e583362037fde1a30c486937b59f7b81e67e9,,True,58.0,0.0,Tests_passed,8facf5e615dcb77d1dc5ba8af6080d1318852d7aefc4eb8418f57be03e2255d4,True,0.0,Tests_passed,726e31f99d63ae4561d92a66569b53df637dbbc8895fe8a2dd3d4b146102ffbd,True,True,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Tests_failed,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,Merge_failed,,dropwizard/metrics
551,3712,35,refs/heads/release/4.2.x,63d5c8f68b155df712a4dabcf2b3fa476225a493,235479ef34a8b354561947e67bdd750b740ad3b0,39a7115b8f4d16a3c79e3f4542e7d3fe72fb7966,,True,27.0,0.0,Tests_passed,c58eadb368b0be16540a2ea7265f893ed5e9b70c040594ebd8bfb77051ebea1d,True,0.0,Tests_passed,1f5a6e506b1a2c8c643a65596aeb9c3daa3788092ba3873bd73bf9f5c0824783,True,True,Merge_failed,,Tests_passed,c58eadb368b0be16540a2ea7265f893ed5e9b70c040594ebd8bfb77051ebea1d,Merge_failed,,Tests_passed,c58eadb368b0be16540a2ea7265f893ed5e9b70c040594ebd8bfb77051ebea1d,Tests_passed,c58eadb368b0be16540a2ea7265f893ed5e9b70c040594ebd8bfb77051ebea1d,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,dropwizard/metrics
552,3712,39,refs/heads/release/4.2.x,1e4c5e2a3ec223e9512ca4a3045e17e29436e200,8e417fb39c3c915312d45b6ad289ab286ff8dd41,2e7f9d1f20f670985f643f7caa3cd8c725d26067,,True,27.0,0.0,Tests_passed,6496c735bf27e9b74fca24c7c5db0723a7afc87ee51f67a3723210025e237a12,True,0.0,Tests_passed,e129d0df88e1a9cdad0388ea764dcaeed70a0e815c787d793b81d5dc58838303,True,True,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Tests_passed,62cdc91f0947575d89fd64170e801aa28bc0d84b82eac53d002facdd030d7d4e,Merge_failed,,dropwizard/metrics
553,3712,41,refs/heads/release/4.2.x,108446dd8880728b941a0f1461b6bb9d2b25da3b,53419ff25ad04ac1aeb10d3a1e96cddd74fe86eb,ad4a908644c2ab303f161682c757eafe65e73bbc,,True,351.0,0.0,Tests_passed,e459bf4b969c84b4c0d8ecf7d0af473634255a84886a7bf302e3d0b0ceadb2d8,True,0.0,Tests_passed,48ff15eddff7b607c98c0d9d1d5704aafc9ca823c454dcf7b9d9cb744ae89a33,True,True,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Tests_passed,2bef036b6b6dff998c06590a6ee0f96086d9580a8a13397db0e7bf068302b4e9,Merge_failed,,dropwizard/metrics
554,3712,142,refs/heads/release/4.2.x,00c0af9008e4002c613151d50da4c985619fa84a,1429b95aa2d122297f2b6f323d0e5792e50eeb5f,2a31615c7f39b23b051e7cf0c87ff5ded5538712,,True,63.0,0.0,Tests_passed,fb719ae2d03b1d5d07e63e6b0f606fa16c9451f523e7945c910cee1c9a43c3a0,True,0.0,Tests_passed,cd01d2a0cfe8e0109bc554c3d0a72771badc482e594b7f828de19e19b55a4f2b,True,True,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Tests_passed,1adc21cb3c48fa1ac4dfc488299943aa1a866efb8057012a64f6ff35dadbd6d9,Merge_failed,,dropwizard/metrics
555,3712,151,refs/heads/release/4.2.x,c2dd9fe143399ed69f851a7c143c461f64060a9f,595afb55143ca6f334691729ad0c2782b1d82074,3866163221e7c66b02f0152392e1b33ebd69d158,,True,262.0,0.0,Tests_passed,c75408707073d4f27f735643ca684c5239d5c48803fa4cc5c6a6ca86143656f8,True,0.0,Tests_passed,cb3c7e60f47d9e9658da6e9cc763cc66102d34957017ebf57ac798df59b70c30,True,True,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Tests_passed,fc20e58f5ed18cafafe76db9d404753136e147492ed1965420e7fde9bf06778f,Merge_failed,,dropwizard/metrics
556,3712,160,refs/heads/release/4.2.x,aa99124ddb6cb3fcf50df1c4b721075fd5856e64,c1964866c87524fd2285952398573dbf36de6197,5f345a8306a3fa6d9453f8024b46bb7ddde40e34,,True,210.0,0.0,Tests_passed,342c0ab2f94112015f7017488fe457371bbbfcb220ebfdc479c914904e5b2147,True,0.0,Tests_passed,6c8bea31118d8e053e984fd4712a394e026c1d11ab576425a95ca353c8938887,True,True,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Tests_passed,0d44f107c7807fc9f47e73483514dc635f2cecb3d38b9a1403b489b6a792f5a6,Merge_failed,,dropwizard/metrics
557,3712,162,refs/heads/release/4.2.x,41ba6c32512c4171d866690540165389737469ac,0e98832c8cde0cf3323476239111c35b7bc9adc1,92f7d920deac3c0065ae504784a3b271d6b46fe7,,True,236.0,0.0,Tests_passed,9fc34edc64200bca43fe29cf60699a27b2849b1212155d6aaae84e3f66807999,True,0.0,Tests_passed,c05acf5c7cb0feeae90b6d5f1d6cb4ecc6974a26edf6669f03c40c23780abf48,True,True,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Tests_passed,8c773feb870de4737007f8c0bc79eaa3a5fa13ecba1a5e15b8a9850a9147b12e,Merge_failed,,dropwizard/metrics
558,3712,432,refs/remotes/origin/issue-863-double-histograms,a73a0ee75fcf4871d451e80aa7e61fe87b84339b,f89692a57c33f2a4365b48c9af3b401e1eabb6c6,948986b8b211b313b50e6434e06ceac87953183d,,True,199.0,0.0,Tests_passed,3db6ec891db80ae759c5c4787876d98ebcb6001edb8c314877041f23fde2f3af,True,0.0,Tests_passed,34d31306657ce6601333aadc95e2443db78b23b8cf6468a4c9c616f3252a6cac,True,True,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Tests_passed,2a6cf04ce8361d5e6baad2dd3941795796046ae582a561162cb036897279de27,Merge_failed,,dropwizard/metrics
